poll_utc,categorie,libelle,zone_axe,type,sens,temps_live_min,temps_libre_min,retard_min,distance_km
2026-09-11T04:00:32Z,point,Douai,Douaisis,autoroute A1,vers_lille,31.3,31.3,-0.0,42.2
2026-09-11T04:00:32Z,point,Lens,Gohelle,autoroute A21 / A1,vers_lille,32.4,31.2,1.1,41.4
2026-09-11T04:00:32Z,point,Arras,Artois,autoroute A1,vers_lille,39.9,40.0,-0.1,55.1
2026-09-11T04:00:32Z,point,Béthune,Béthunois,autoroute A26 / A25,vers_lille,43.9,42.9,1.0,42.2
2026-09-11T04:00:32Z,point,Dunkerque,Flandre maritime,autoroute A25,vers_lille,56.4,54.5,1.9,80.8
2026-09-11T04:00:32Z,point,Hazebrouck,Flandre intérieure,autoroute A25,vers_lille,34.3,34.5,-0.2,46.8
2026-09-11T04:00:32Z,point,La Bassée,Weppes,autoroute RN41,vers_lille,26.8,26.4,0.4,28.1
2026-09-11T04:00:32Z,point,Valenciennes,Valenciennois,autoroute A23,vers_lille,35.6,34.7,0.9,51.3
2026-09-11T04:00:32Z,point,Tourcoing,Ferrain,autoroute A22,vers_lille,19.2,19.2,0.0,15.0
2026-09-11T04:00:32Z,point,Orchies,Pévèle,autoroute A23 / A27,vers_lille,21.1,20.2,0.8,25.7
2026-09-11T04:00:32Z,point,Maubeuge,Avesnois,autoroute A2 / A23,vers_lille,58.2,56.3,1.9,87.2
2026-09-11T04:00:32Z,point,Cambrai,Cambrésis,autoroute A2 / A23,vers_lille,52.8,51.5,1.2,75.1
2026-09-11T04:00:32Z,point,Wavrin,Weppes,départementale,vers_lille,20.1,20.1,0.0,19.3
2026-09-11T04:00:32Z,point,Sainghin-en-Weppes,Weppes,départementale,vers_lille,25.0,25.1,-0.0,22.6
2026-09-11T04:00:32Z,point,Herlies,Weppes,départementale,vers_lille,22.0,22.2,-0.2,23.2
2026-09-11T04:00:32Z,point,Fromelles,Weppes,départementale,vers_lille,23.9,23.9,0.0,22.1
2026-09-11T04:00:32Z,point,Templeuve-en-Pévèle,Pévèle,départementale,vers_lille,21.1,21.0,0.1,17.8
2026-09-11T04:00:32Z,point,Cappelle-en-Pévèle,Pévèle,départementale,vers_lille,23.4,23.1,0.3,23.0
2026-09-11T04:00:32Z,point,Cysoing,Pévèle,départementale,vers_lille,22.5,22.4,0.1,16.1
2026-09-11T04:00:32Z,point,Bourghelles,Pévèle,départementale,vers_lille,23.9,24.1,-0.2,23.3
2026-09-11T04:00:32Z,point,Péronne-en-Mélantois,Mélantois,départementale,vers_lille,20.4,20.5,-0.1,14.7
2026-09-11T04:00:32Z,point,Bouvines,Mélantois,départementale,vers_lille,18.8,18.8,-0.1,13.9
2026-09-11T04:00:32Z,point,Pérenchies,rocade NO / M652,départementale,vers_lille,21.4,21.1,0.2,20.7
2026-09-11T04:00:32Z,point,Prémesques,rocade NO / M652,départementale,vers_lille,20.8,20.7,0.1,18.3
2026-09-11T04:00:32Z,point,Neuville-en-Ferrain,Ferrain,départementale,vers_lille,16.8,16.6,0.2,18.2
2026-09-11T04:00:32Z,point,Sailly-sur-la-Lys,Lys,départementale,vers_lille,29.3,29.4,-0.1,30.7
