poll_utc,categorie,libelle,zone_axe,type,sens,temps_live_min,temps_libre_min,retard_min,distance_km
2026-09-01T04:00:47Z,point,Douai,Douaisis,autoroute A1,vers_lille,31.3,31.1,0.2,42.2
2026-09-01T04:00:47Z,point,Lens,Gohelle,autoroute A21 / A1,vers_lille,31.2,31.1,0.1,41.4
2026-09-01T04:00:47Z,point,Arras,Artois,autoroute A1,vers_lille,39.8,39.7,0.1,55.1
2026-09-01T04:00:47Z,point,Béthune,Béthunois,autoroute A26 / A25,vers_lille,44.2,42.6,1.6,42.2
2026-09-01T04:00:47Z,point,Dunkerque,Flandre maritime,autoroute A25,vers_lille,55.3,52.0,3.3,80.5
2026-09-01T04:00:47Z,point,Hazebrouck,Flandre intérieure,autoroute A25,vers_lille,37.0,36.0,1.1,48.3
2026-09-01T04:00:47Z,point,La Bassée,Weppes,autoroute RN41,vers_lille,27.1,26.3,0.8,28.1
2026-09-01T04:00:47Z,point,Valenciennes,Valenciennois,autoroute A23,vers_lille,34.9,34.5,0.3,51.3
2026-09-01T04:00:47Z,point,Tourcoing,Ferrain,autoroute A22,vers_lille,20.0,19.6,0.3,13.9
2026-09-01T04:00:47Z,point,Orchies,Pévèle,autoroute A23 / A27,vers_lille,20.6,20.2,0.4,25.7
2026-09-01T04:00:47Z,point,Maubeuge,Avesnois,autoroute A2 / A23,vers_lille,57.7,56.0,1.7,87.1
2026-09-01T04:00:47Z,point,Cambrai,Cambrésis,autoroute A2 / A23,vers_lille,52.1,51.2,0.9,75.1
2026-09-01T04:00:47Z,point,Wavrin,Weppes,départementale,vers_lille,20.2,20.0,0.2,19.3
2026-09-01T04:00:47Z,point,Sainghin-en-Weppes,Weppes,départementale,vers_lille,25.2,25.0,0.3,22.6
2026-09-01T04:00:47Z,point,Herlies,Weppes,départementale,vers_lille,22.2,22.1,0.1,23.2
2026-09-01T04:00:47Z,point,Fromelles,Weppes,départementale,vers_lille,24.5,23.8,0.7,22.1
2026-09-01T04:00:47Z,point,Templeuve-en-Pévèle,Pévèle,départementale,vers_lille,21.3,20.9,0.4,17.8
2026-09-01T04:00:47Z,point,Cappelle-en-Pévèle,Pévèle,départementale,vers_lille,23.6,22.9,0.7,23.0
2026-09-01T04:00:47Z,point,Cysoing,Pévèle,départementale,vers_lille,22.4,22.2,0.2,16.1
2026-09-01T04:00:47Z,point,Bourghelles,Pévèle,départementale,vers_lille,24.0,24.0,-0.0,23.3
2026-09-01T04:00:47Z,point,Péronne-en-Mélantois,Mélantois,départementale,vers_lille,20.4,20.4,0.0,14.7
2026-09-01T04:00:47Z,point,Bouvines,Mélantois,départementale,vers_lille,18.9,18.7,0.2,13.9
