code_insee,commune,dep,PMUN,dans_MEL,acces_piscine_moy_min,acces_piscine_min_min,acces_fitness_moy_min,acces_fitness_min_min,acces_randonnee_moy_min,acces_randonnee_min_min,acces_gymnase_moy_min,acces_gymnase_min_min,nb_clubs_actifs,clubs_pour_1000hab,part_pop_ev_300m,surf_ev_m2_par_hab
59519,Rumegies,59,1740,False,14.1,11.5,13.8,11.2,15.5,12.1,2.4,1.0,3,1.72,100.0,1020.0
59486,Râches,59,2660,False,8.0,6.1,5.2,2.5,4.9,1.6,2.0,1.0,3,1.13,100.0,744.0
59504,Rœulx,59,3779,False,6.1,4.3,1.6,1.0,11.1,9.3,1.6,1.0,7,1.85,92.5,52.0
59522,Sailly-lez-Lannoy,59,1949,True,8.3,5.5,6.2,3.6,7.8,3.8,2.1,1.0,7,3.59,79.9,387.0
59523,Sainghin-en-Mélantois,59,2848,True,7.3,4.9,6.4,3.5,7.3,2.7,2.7,1.0,7,2.46,99.9,589.0
59524,Sainghin-en-Weppes,59,5641,True,7.3,4.4,1.7,1.0,6.2,3.4,3.2,1.0,8,1.42,95.5,183.0
59526,Saint-Amand-les-Eaux,59,15980,False,3.9,1.0,5.1,1.0,13.2,7.5,2.5,1.0,36,2.25,99.3,339.0
59527,Saint-André-lez-Lille,59,12942,True,2.5,1.0,2.2,1.0,5.9,2.9,2.4,1.0,14,1.08,100.0,35.0
59535,Saint-Jans-Cappel,59,1642,False,8.6,6.2,8.0,4.1,4.8,1.0,2.1,1.0,3,1.83,100.0,1480.0
59544,Saint-Saulve,59,11117,False,3.2,1.0,4.4,1.0,3.6,1.0,2.0,1.0,17,1.53,91.4,201.0
59546,Saint-Sylvestre-Cappel,59,1154,False,10.0,7.8,9.1,7.0,6.3,4.5,4.8,2.5,2,1.73,99.2,743.0
59550,Salomé,59,3051,True,8.7,6.3,2.3,1.0,9.9,7.5,2.3,1.0,8,2.62,83.6,99.0
59551,Saméon,59,1738,False,14.4,11.6,14.9,11.2,11.0,7.2,5.6,3.4,2,1.15,100.0,642.0
59553,Santes,59,5660,True,8.9,6.3,5.7,2.7,2.4,1.0,2.3,1.0,10,1.77,100.0,471.0
59557,Saultain,59,2553,False,6.6,5.0,4.0,2.1,4.0,2.5,2.1,1.0,6,2.35,95.8,166.0
59559,Sebourg,59,1977,False,11.4,6.9,10.5,6.9,5.7,2.4,2.7,1.0,7,3.54,99.6,1516.0
59560,Seclin,59,12834,True,3.8,1.0,2.5,1.0,6.1,3.1,2.4,1.0,22,1.71,90.2,139.0
59566,Sequedin,59,4762,True,6.5,3.3,2.2,1.0,8.3,5.2,2.4,1.0,8,1.68,100.0,72.0
59569,Sin-le-Noble,59,15603,False,2.7,1.0,2.9,1.0,9.8,5.8,2.2,1.0,24,1.54,84.8,157.0
59574,Somain,59,11790,False,3.3,1.0,2.0,1.0,4.6,1.0,2.2,1.0,24,2.04,93.4,148.0
59578,Steenbecque,59,1650,False,9.4,7.0,4.1,1.9,2.0,1.0,2.4,1.0,4,2.42,99.4,1036.0
59580,Steenvoorde,59,4324,False,14.2,10.5,11.9,7.4,2.5,1.0,2.0,1.0,9,2.08,93.8,931.0
59581,Steenwerck,59,3540,False,11.4,6.8,3.0,1.0,9.9,5.8,3.0,1.0,8,2.26,82.7,863.0
59585,Templemars,59,3635,True,4.5,2.7,1.4,1.0,4.9,2.6,1.8,1.0,6,1.65,78.7,55.0
59586,Templeuve-en-Pévèle,59,6705,False,3.2,1.0,2.4,1.0,2.3,1.0,2.4,1.0,11,1.64,99.5,699.0
59592,Thumeries,59,4029,False,7.2,4.7,6.2,4.0,2.2,1.0,2.2,1.0,10,2.48,96.3,725.0
59594,Thun-Saint-Amand,59,1110,False,10.7,7.2,8.9,5.4,18.4,14.7,4.3,1.8,1,0.9,100.0,851.0
59598,Toufflers,59,3910,True,7.1,5.2,4.4,2.5,10.9,8.8,1.7,1.0,9,2.3,83.8,41.0
59599,Tourcoing,59,99011,True,3.5,1.0,2.5,1.0,7.9,3.3,1.9,1.0,117,1.18,96.5,7.0
59602,Tressin,59,1395,True,7.1,4.9,6.7,4.3,5.6,3.8,3.9,2.4,2,1.43,100.0,105.0
59603,Trith-Saint-Léger,59,6124,False,3.2,1.0,4.1,1.0,11.0,8.0,2.1,1.0,18,2.94,84.3,130.0
59588,Téteghem-Coudekerque-Village,59,8384,False,7.3,3.2,5.8,1.9,8.1,4.0,3.7,1.0,17,2.03,95.5,697.0
59606,Valenciennes,59,42991,False,4.5,1.0,1.7,1.0,6.4,1.7,1.9,1.0,87,2.02,97.2,29.0
59609,Vendeville,59,1546,True,6.5,5.2,3.3,2.0,8.1,6.9,3.2,1.8,0,0.0,99.8,244.0
59610,Verchain-Maugré,59,1102,False,12.3,10.9,12.2,10.8,5.6,4.3,5.4,3.9,2,1.81,100.0,1353.0
59611,Verlinghem,59,2673,True,7.9,4.1,5.7,1.2,2.3,1.0,2.2,1.0,6,2.24,100.0,796.0
59615,Vieux-Berquin,59,2649,False,11.8,5.8,10.5,5.9,5.7,2.8,3.1,1.0,3,1.13,98.6,2256.0
59616,Vieux-Condé,59,10446,False,17.5,13.6,3.4,1.0,9.9,5.4,2.6,1.0,13,1.24,100.0,291.0
59009,Villeneuve-d'Ascq,59,62067,True,3.8,1.0,2.2,1.0,5.0,1.0,1.6,1.0,107,1.72,99.3,116.0
59622,Villers-en-Cauchies,59,1161,False,14.4,13.5,12.5,11.6,11.6,9.6,1.8,1.0,1,0.86,99.7,501.0
59629,Vred,59,1311,False,9.8,6.8,1.3,1.0,1.2,1.0,4.8,2.4,2,1.53,100.0,1370.0
59630,Wahagnies,59,2605,False,3.5,1.0,4.2,1.3,4.3,1.3,1.9,1.0,5,1.92,93.0,626.0
59632,Wallers,59,5598,False,8.2,4.3,3.5,1.0,7.8,3.4,1.9,1.0,10,1.79,99.6,1018.0
59636,Wambrechies,59,10798,True,7.7,4.8,5.0,1.6,3.8,1.0,2.9,1.0,20,1.85,94.9,225.0
59637,Wandignies-Hamage,59,1318,False,6.9,4.3,6.0,4.3,7.4,5.2,5.2,3.1,3,2.28,100.0,2158.0
59638,Wannehain,59,1331,False,17.6,15.8,6.3,3.9,8.2,6.3,1.3,1.0,1,0.75,99.9,1094.0
59639,Wargnies-le-Grand,59,1101,False,12.9,10.6,5.4,3.4,4.8,3.5,4.8,3.1,4,3.63,100.0,1319.0
59641,Warhem,59,2022,False,15.4,10.8,2.4,1.0,2.0,1.0,2.2,1.0,3,1.48,91.0,768.0
59646,Wasquehal,59,20836,True,4.1,1.0,3.4,1.0,7.9,3.6,1.9,1.0,30,1.44,94.8,26.0
59647,Watten,59,2577,False,14.4,12.0,10.3,8.5,10.2,7.4,1.9,1.0,9,3.49,99.7,1206.0
59648,Wattignies,59,15531,True,2.4,1.0,2.1,1.0,3.5,1.0,1.6,1.0,26,1.67,99.0,29.0
59650,Wattrelos,59,40836,True,6.4,2.8,2.3,1.0,13.1,9.7,1.9,1.0,36,0.88,98.2,38.0
59651,Wavrechain-sous-Denain,59,1616,False,4.5,3.9,3.5,2.9,11.7,11.0,1.2,1.0,3,1.86,100.0,303.0
59653,Wavrin,59,7773,True,11.3,6.7,1.8,1.0,8.0,3.9,1.8,1.0,17,2.19,93.3,254.0
59654,Waziers,59,7354,False,2.5,1.0,4.6,2.2,7.9,5.4,2.0,1.0,11,1.5,100.0,115.0
59656,Wervicq-Sud,59,5299,True,9.7,7.8,6.1,4.2,2.2,1.0,1.6,1.0,12,2.26,100.0,224.0
59660,Willems,59,2996,True,10.7,7.0,8.1,5.9,4.8,1.0,2.6,1.0,10,3.34,99.9,481.0
59662,Winnezeele,59,1300,False,16.5,13.9,11.0,7.6,4.9,1.7,2.7,1.0,1,0.77,96.4,1418.0
59663,Wormhout,59,5705,False,20.3,14.8,3.4,1.0,1.9,1.0,1.9,1.0,13,2.28,93.9,345.0
59185,Écaillon,59,1910,False,6.0,4.1,3.2,1.0,2.6,1.0,3.1,1.2,2,1.05,90.2,247.0
62004,Achicourt,62,7938,False,2.9,1.0,2.5,1.0,8.6,5.3,2.0,1.0,14,1.76,100.0,68.0
62013,Agny,62,1879,False,4.6,2.9,4.3,2.2,8.7,6.6,1.4,1.0,6,3.19,100.0,205.0
62014,Aire-sur-la-Lys,62,9585,False,3.5,1.0,3.5,1.0,11.2,5.9,3.2,1.0,28,2.92,93.8,777.0
62019,Aix-Noulette,62,3913,False,8.0,5.1,5.3,2.4,6.1,2.9,2.8,1.0,6,1.53,97.7,494.0
62032,Angres,62,4842,False,3.9,1.7,2.4,1.0,3.2,1.0,2.4,1.0,10,2.07,87.6,197.0
62033,Annay,62,4517,False,3.3,1.1,3.2,1.1,8.6,5.5,4.2,1.3,4,0.89,88.4,88.0
62034,Annequin,62,2145,False,12.7,10.8,3.8,1.4,10.5,8.7,2.4,1.0,3,1.4,91.8,192.0
62035,Annezin,62,5813,False,4.8,3.0,2.8,1.0,5.2,2.2,2.4,1.0,5,0.86,83.8,152.0
62037,Anzin-Saint-Aubin,62,2806,False,6.2,3.1,1.7,1.0,2.6,1.0,2.1,1.0,5,1.78,76.6,161.0
62040,Arques,62,9655,False,2.8,1.0,3.7,1.0,4.2,1.0,2.5,1.0,29,3.0,86.9,962.0
62041,Arras,62,42600,False,3.2,1.0,1.9,1.0,5.3,1.0,1.8,1.0,88,2.07,99.4,47.0
62042,Athies,62,1059,False,8.1,6.8,8.7,7.1,10.7,9.4,5.6,4.3,1,0.94,100.0,591.0
62048,Auchel,62,10062,False,2.7,1.0,2.4,1.0,7.4,3.4,1.9,1.0,18,1.79,81.1,49.0
62051,Auchy-les-Mines,62,4623,False,15.0,11.4,2.3,1.0,15.6,12.6,1.9,1.0,8,1.73,94.8,90.0
62065,Avion,62,17672,False,4.4,1.0,3.1,1.0,8.4,4.7,2.3,1.0,30,1.7,99.5,191.0
62073,Bailleul-Sir-Berthoult,62,1430,False,8.8,7.2,1.4,1.0,10.2,8.6,6.1,3.8,1,0.7,100.0,534.0
62083,Barlin,62,7366,False,2.4,1.0,6.1,3.0,8.3,5.4,2.4,1.0,17,2.31,92.8,101.0
62099,Beaurains,62,5515,False,3.7,1.1,1.9,1.0,11.2,9.3,2.1,1.0,17,3.08,97.2,73.0
62471,Bellinghem,62,1087,False,14.8,12.8,6.3,4.2,18.2,15.4,6.1,4.0,2,1.84,100.0,1072.0
62126,Beuvry,62,9111,False,8.9,5.3,4.4,1.0,6.3,2.4,2.6,1.0,14,1.54,99.9,349.0
62128,Biache-Saint-Vaast,62,4481,False,6.4,4.3,6.4,4.3,16.5,14.0,2.3,1.0,16,3.57,100.0,351.0
62132,Billy-Berclau,62,5059,False,13.0,10.2,2.4,1.0,12.9,10.3,1.9,1.0,13,2.57,92.7,326.0
62133,Billy-Montigny,62,8117,False,2.6,1.0,1.5,1.0,11.5,9.6,2.4,1.0,19,2.34,97.8,57.0
62160,Boulogne-sur-Mer,62,40910,False,3.6,1.0,1.7,1.0,21.0,17.2,1.7,1.0,68,1.66,91.9,24.0
62164,Bourlon,62,1140,False,9.2,5.7,10.6,9.2,10.8,9.1,1.7,1.0,2,1.75,99.8,2378.0
62170,Bouvigny-Boyeffles,62,2371,False,7.4,4.0,6.9,3.5,2.2,1.0,2.2,1.0,7,2.95,98.4,1036.0
62173,Brebières,62,5169,False,5.5,2.3,2.0,1.0,12.5,9.5,2.7,1.0,5,0.97,100.0,232.0
62178,Bruay-la-Buissière,62,21827,False,3.7,1.0,3.4,1.0,10.0,5.3,1.9,1.0,32,1.47,85.1,191.0
62181,Bucquoy,62,1480,False,18.6,16.9,18.7,17.0,13.4,11.1,8.5,6.8,3,2.03,99.7,1048.0
62186,Bully-les-Mines,62,12221,False,7.4,4.2,3.0,1.0,6.2,3.4,1.9,1.0,19,1.55,72.9,30.0
62188,Burbure,62,2819,False,6.5,3.3,5.4,1.8,12.8,8.1,2.0,1.0,6,2.13,99.6,325.0
62190,Busnes,62,1245,False,7.5,4.7,7.8,4.8,11.0,8.9,5.0,1.8,6,4.82,72.6,590.0
62119,Béthune,62,24992,False,4.1,1.0,1.8,1.0,3.8,1.0,2.0,1.0,53,2.12,98.0,29.0
62193,Calais,62,67380,False,3.9,1.0,2.3,1.0,8.3,3.3,1.7,1.0,100,1.48,84.7,86.0
62194,Calonne-Ricouart,62,5463,False,5.9,3.5,5.7,2.8,3.7,1.0,4.0,1.0,9,1.65,86.7,124.0
62195,Calonne-sur-la-Lys,62,1560,False,17.4,12.4,9.0,4.9,10.1,4.9,2.6,1.0,0,0.0,98.9,890.0
62200,Cambrin,62,1228,False,13.8,12.2,3.6,2.1,11.7,9.9,2.8,1.0,0,0.0,69.6,274.0
62215,Carvin,62,17852,False,7.6,4.3,3.4,1.0,5.6,1.6,3.3,1.0,34,1.9,96.0,92.0
62224,Chocques,62,2824,False,7.5,5.5,5.0,3.2,8.3,6.3,2.2,1.0,2,0.71,82.4,469.0
62240,Corbehem,62,2266,False,8.5,6.6,5.6,3.6,12.2,10.1,2.2,1.0,6,2.65,100.0,380.0
62249,Courcelles-lès-Lens,62,8213,False,7.0,4.3,2.4,1.0,8.7,5.4,2.7,1.0,8,0.97,98.5,89.0
62250,Courrières,62,10199,False,3.5,1.0,3.2,1.0,8.5,5.7,1.7,1.0,17,1.67,82.4,251.0
62262,Cuinchy,62,1754,False,16.3,14.1,6.3,4.0,14.0,11.8,1.7,1.0,3,1.71,99.5,491.0
62263,Dainville,62,5703,False,6.0,2.9,2.0,1.0,3.4,1.0,2.0,1.0,10,1.75,99.2,172.0
62274,Dourges,62,5997,False,7.3,1.6,2.0,1.0,10.0,5.2,2.2,1.0,10,1.67,93.3,336.0
62276,Douvrin,62,5795,False,12.5,9.2,2.5,1.0,12.7,9.9,1.9,1.0,10,1.73,94.7,288.0
62277,Drocourt,62,2943,False,7.0,5.3,1.4,1.0,14.9,13.8,3.2,1.7,3,1.02,95.9,74.0
62279,Duisans,62,1383,False,7.3,4.5,5.5,2.9,4.4,1.6,2.8,1.0,3,2.17,92.5,1086.0
62310,Essars,62,1755,False,6.2,4.5,3.0,1.2,2.8,1.0,1.9,1.0,4,2.28,98.3,96.0
62311,Estevelles,62,2024,False,6.7,4.5,3.5,1.5,5.0,3.2,1.5,1.0,1,0.49,100.0,154.0
62323,Fampoux,62,1219,False,11.6,9.9,7.3,5.6,14.5,12.2,8.2,6.2,2,1.64,100.0,1014.0
62330,Festubert,62,1266,False,15.6,12.0,9.5,7.4,12.3,8.5,1.8,1.0,0,0.0,94.1,1262.0
62331,Feuchy,62,1015,False,8.0,5.4,6.7,2.6,11.6,10.0,6.1,2.6,1,0.99,99.7,583.0
62338,Fleurbaix,62,2862,False,10.1,8.0,2.0,1.0,9.6,4.1,2.3,1.0,7,2.45,86.8,384.0
62349,Fouquereuil,62,1632,False,8.0,5.6,5.7,4.0,8.8,6.5,5.9,3.7,0,0.0,88.6,87.0
62350,Fouquières-lès-Béthune,62,1115,False,6.9,5.2,3.6,2.0,7.7,6.0,3.8,2.2,0,0.0,100.0,486.0
62351,Fouquières-lès-Lens,62,6233,False,3.4,1.4,3.0,1.1,10.0,5.8,2.3,1.0,9,1.44,100.0,327.0
62371,Givenchy-en-Gohelle,62,2026,False,5.7,3.7,5.6,3.9,5.1,3.2,1.6,1.0,4,1.97,100.0,1028.0
62373,Givenchy-lès-la-Bassée,62,1006,False,15.9,13.4,8.3,5.7,15.9,13.6,1.8,1.0,2,1.99,100.0,312.0
62376,Gonnehem,62,2507,False,10.3,5.9,6.8,1.2,7.9,1.2,5.3,1.4,4,1.6,79.9,902.0
62383,Gouy-sous-Bellonne,62,1396,False,9.6,8.0,7.8,6.0,9.2,7.2,5.7,3.9,3,2.15,92.1,187.0
62386,Grenay,62,6704,False,7.0,4.4,2.8,1.0,7.3,4.8,2.3,1.0,13,1.94,49.0,19.0
62391,Guarbecque,62,1369,False,9.8,8.5,9.1,7.5,15.6,12.6,3.5,2.2,4,2.92,70.8,200.0
62400,Haillicourt,62,4884,False,5.4,2.9,5.3,3.4,11.5,9.1,1.8,1.0,6,1.23,52.3,10.0
62401,Haisnes,62,4427,False,13.3,9.8,4.1,1.5,12.8,9.9,2.2,1.0,4,0.9,91.8,83.0
62412,Hardinghen,62,1219,False,14.2,11.4,13.3,10.4,22.0,19.9,5.0,2.9,1,0.82,100.0,3380.0
62413,Harnes,62,12317,False,2.7,1.0,2.2,1.0,8.7,5.3,1.4,1.0,16,1.3,78.5,215.0
62443,Hersin-Coupigny,62,6147,False,2.5,1.0,2.8,1.0,5.7,2.7,2.2,1.0,12,1.95,96.2,501.0
62452,Heuringhem,62,1379,False,9.2,6.5,6.1,3.5,11.5,9.0,5.4,2.5,3,2.18,96.7,1877.0
62454,Hinges,62,2417,False,9.4,6.6,5.6,2.5,6.7,4.1,2.6,1.0,5,2.07,93.7,558.0
62457,Houdain,62,7030,False,4.7,2.1,3.4,1.0,10.6,8.0,2.4,1.0,11,1.56,95.5,167.0
62464,Hulluch,62,3367,False,10.1,8.2,1.9,1.0,9.3,7.4,2.0,1.0,7,2.08,86.0,171.0
62427,Hénin-Beaumont,62,26035,False,3.5,1.0,2.2,1.0,12.3,9.5,2.5,1.0,32,1.23,99.5,133.0
62476,Izel-lès-Équerchin,62,1058,False,5.4,4.1,4.3,2.3,13.2,11.9,6.5,4.5,3,2.84,98.2,484.0
62252,La Couture,62,2616,False,13.4,9.2,3.7,1.0,9.9,5.7,3.1,1.0,6,2.29,72.2,145.0
62479,Labeuvrière,62,1654,False,10.2,5.7,8.2,4.0,10.5,6.5,2.3,1.0,2,1.21,92.1,764.0
62480,Labourse,62,2894,False,7.4,4.2,5.0,2.8,7.0,4.0,4.4,2.1,3,1.04,100.0,198.0
62489,Lapugnoy,62,3518,False,9.3,6.1,8.3,5.6,7.5,4.7,2.4,1.0,7,1.99,100.0,1170.0
62491,Laventie,62,4969,False,13.8,7.4,3.9,1.0,4.2,1.0,3.3,1.0,13,2.62,60.7,176.0
62497,Leforest,62,7179,False,7.4,4.3,4.5,1.7,5.9,3.0,1.8,1.0,14,1.95,84.0,214.0
62498,Lens,62,32618,False,4.3,1.0,2.1,1.0,3.8,1.0,1.8,1.0,45,1.38,95.0,57.0
62502,Lestrem,62,5073,False,16.8,10.1,3.8,1.0,12.3,6.6,2.9,1.0,11,2.17,79.9,373.0
62907,Libercourt,62,8138,False,2.4,1.0,1.8,1.0,3.5,1.0,1.8,1.0,11,1.35,95.2,213.0
62516,Lillers,62,9988,False,3.8,1.0,2.6,1.0,15.1,10.9,2.4,1.0,19,1.9,87.5,317.0
62510,Liévin,62,30149,False,3.3,1.0,2.4,1.0,3.5,1.0,1.7,1.0,49,1.63,90.4,72.0
62520,Locon,62,2342,False,9.2,6.3,5.8,3.0,5.7,2.8,2.2,1.0,3,1.28,87.8,250.0
62523,Loison-sous-Lens,62,5255,False,6.2,4.6,2.8,1.0,5.0,2.6,2.5,1.0,9,1.71,100.0,114.0
62525,Longuenesse,62,10568,False,2.7,1.0,2.1,1.0,8.2,5.0,1.8,1.0,26,2.46,95.2,175.0
62528,Loos-en-Gohelle,62,6896,False,7.8,4.5,2.8,1.0,5.9,2.0,2.2,1.0,19,2.76,97.5,162.0
62529,Lorgies,62,1609,False,10.7,8.4,6.9,4.7,10.3,7.6,5.6,2.3,1,0.62,55.9,455.0
62540,Maisnil-lès-Ruitz,62,1691,False,5.6,1.0,6.9,4.0,7.8,1.4,2.9,1.4,2,1.18,53.0,675.0
62543,Mametz,62,1998,False,9.2,7.2,5.8,2.1,16.9,14.9,7.1,4.1,3,1.5,93.0,895.0
62557,Marœuil,62,2441,False,8.3,5.7,5.9,3.7,2.2,1.0,5.0,3.5,8,3.28,100.0,471.0
62563,Mazingarbe,62,8068,False,9.0,6.3,5.4,2.8,8.3,4.4,2.0,1.0,19,2.35,68.8,133.0
62573,Meurchin,62,3717,False,12.6,10.2,1.8,1.0,9.3,6.5,3.3,1.0,4,1.08,100.0,136.0
62584,Mont-Bernanchon,62,1316,False,12.2,8.9,3.4,1.0,3.4,1.0,7.1,4.8,1,0.76,96.9,1938.0
62587,Montigny-en-Gohelle,62,9870,False,2.3,1.0,1.9,1.0,9.9,7.1,2.0,1.0,19,1.93,100.0,53.0
62570,Méricourt,62,11431,False,5.3,1.4,4.1,1.0,10.2,7.4,3.1,1.0,15,1.31,94.4,54.0
62606,Neuve-Chapelle,62,1419,False,11.6,9.8,6.8,5.0,9.7,7.7,6.2,4.6,1,0.7,46.4,4.0
62609,Neuville-Saint-Vaast,62,1603,False,8.7,7.0,1.6,1.0,6.0,4.4,6.4,4.1,6,3.74,99.9,1886.0
62620,Norrent-Fontes,62,1362,False,9.5,8.4,8.5,6.6,17.7,16.3,1.8,1.0,5,3.67,100.0,1161.0
62624,Noyelles-Godault,62,5906,False,7.1,4.9,2.4,1.0,9.5,7.8,1.7,1.0,14,2.37,100.0,145.0
62626,Noyelles-lès-Vermelles,62,2294,False,12.0,9.4,1.5,1.0,12.4,9.9,2.0,1.0,3,1.31,100.0,218.0
62628,Noyelles-sous-Lens,62,6659,False,6.2,3.2,2.7,1.0,7.4,4.6,1.8,1.0,11,1.65,96.8,228.0
62617,Nœux-les-Mines,62,11520,False,2.5,1.0,2.4,1.0,3.2,1.0,2.4,1.0,21,1.82,68.7,78.0
62637,Oignies,62,10210,False,4.8,1.8,3.4,1.0,5.2,2.1,2.0,1.0,16,1.57,84.8,88.0
62638,Oisy-le-Verger,62,1188,False,7.6,4.3,1.3,1.0,11.7,10.6,7.7,6.8,2,1.68,100.0,2034.0
62666,Pont-à-Vendin,62,3136,False,6.9,4.3,2.1,1.0,8.4,6.5,2.5,1.0,6,1.91,100.0,114.0
62684,Racquinghem,62,2214,False,10.2,8.0,6.8,4.4,12.2,9.7,2.2,1.0,3,1.36,100.0,656.0
62693,Rebreuve-Ranchicourt,62,1071,False,8.1,4.6,3.9,2.1,10.2,8.6,3.6,1.3,0,0.0,97.0,3010.0
62706,Richebourg,62,2618,False,15.6,11.1,5.5,1.0,10.6,6.4,2.9,1.0,5,1.91,77.6,330.0
62712,Rivière,62,1124,False,12.6,9.2,10.9,7.7,12.6,10.1,10.0,6.6,1,0.89,100.0,1718.0
62713,Robecq,62,1329,False,11.8,8.0,5.7,3.8,5.7,3.8,6.5,3.7,1,0.75,98.4,643.0
62724,Rouvroy,62,8797,False,5.9,2.4,2.3,1.0,13.3,10.3,2.1,1.0,15,1.71,92.6,74.0
62727,Ruitz,62,1509,False,6.1,4.2,7.6,5.2,9.0,7.5,1.6,1.0,3,1.99,81.1,313.0
62718,Rœux,62,1390,False,10.5,7.2,4.8,2.7,16.7,13.3,6.1,4.2,3,2.16,100.0,787.0
62735,Sailly-Labourse,62,2577,False,9.6,8.3,4.7,3.2,8.9,7.0,4.8,2.8,3,1.16,90.3,130.0
62736,Sailly-sur-la-Lys,62,3883,False,9.7,6.4,7.2,1.9,8.7,3.6,3.4,1.0,7,1.8,95.7,192.0
62737,Sains-en-Gohelle,62,5995,False,5.0,2.5,5.2,2.4,2.5,1.0,2.3,1.0,7,1.17,55.8,30.0
62753,Saint-Laurent-Blangy,62,6507,False,4.2,1.4,4.3,1.4,7.3,4.8,2.4,1.0,9,1.38,100.0,306.0
62764,Saint-Nicolas,62,4603,False,3.1,1.0,3.1,1.0,5.1,2.7,2.0,1.0,10,2.17,100.0,65.0
62765,Saint-Omer,62,14661,False,4.4,1.2,2.2,1.0,9.8,4.6,2.1,1.0,38,2.59,87.2,160.0
62770,Saint-Venant,62,3022,False,12.0,8.0,9.1,5.6,9.8,5.6,3.3,1.0,4,1.32,95.4,878.0
62744,Sainte-Catherine,62,3594,False,5.2,2.6,3.2,1.2,3.0,1.0,2.3,1.0,5,1.39,97.9,186.0
62771,Sallaumines,62,9650,False,6.5,4.4,4.3,2.2,7.3,4.1,1.9,1.0,10,1.04,100.0,65.0
62793,Servins,62,1134,False,7.0,5.5,5.0,3.5,6.8,4.7,2.0,1.0,2,1.76,95.3,513.0
62801,Souchez,62,2658,False,7.0,4.8,4.2,2.0,6.3,4.0,2.0,1.0,5,1.88,100.0,675.0
62810,Thélus,62,1271,False,8.0,6.0,1.4,1.0,6.3,4.2,5.5,2.7,3,2.36,99.8,874.0
62817,Tilloy-lès-Mofflaines,62,1519,False,4.7,3.3,1.7,1.0,9.5,7.6,1.4,1.0,6,3.95,100.0,502.0
62836,Vaudricourt,62,1104,False,7.4,5.5,4.2,1.7,7.8,6.3,4.5,2.5,2,1.81,100.0,676.0
62842,Vendin-le-Vieil,62,8381,False,7.4,5.4,3.9,1.0,9.1,4.7,2.2,1.0,15,1.79,63.1,201.0
62841,Vendin-lès-Béthune,62,2393,False,6.3,4.4,1.9,1.0,5.8,4.1,2.7,1.5,4,1.67,67.4,46.0
62846,Vermelles,62,4748,False,12.0,9.6,2.2,1.0,11.5,8.4,2.1,1.0,8,1.68,82.1,146.0
62847,Verquigneul,62,2016,False,6.9,3.8,3.4,1.0,6.7,3.7,3.1,1.0,6,2.98,99.6,162.0
62848,Verquin,62,3459,False,6.9,3.5,3.7,1.7,6.8,3.5,3.1,1.0,7,2.02,100.0,142.0
62861,Vimy,62,4307,False,9.3,6.6,1.5,1.0,8.5,6.5,1.8,1.0,10,2.32,99.8,588.0
62863,Violaines,62,3831,False,10.9,9.0,5.2,2.9,12.2,10.2,1.8,1.0,8,2.09,95.0,230.0
62865,Vitry-en-Artois,62,4787,False,2.1,1.0,2.1,1.0,14.4,11.8,3.1,1.0,10,2.09,91.0,430.0
62869,Wailly,62,1081,False,8.6,6.3,7.1,4.8,9.7,7.6,6.0,3.7,0,0.0,100.0,756.0
62875,Wardrecques,62,1346,False,9.1,6.7,4.6,2.1,10.6,8.2,4.4,1.4,1,0.74,98.9,509.0
62895,Wingles,62,8742,False,11.1,8.7,2.7,1.0,10.3,7.6,3.8,1.0,19,2.17,63.4,203.0
62905,Zudausques,62,1040,False,12.5,8.8,8.8,5.1,11.7,9.4,2.6,1.0,1,0.96,100.0,1177.0
62284,Écourt-Saint-Quentin,62,1691,False,9.9,8.1,8.6,5.5,11.3,8.5,5.9,4.2,7,4.14,98.5,407.0
62291,Éleu-dit-Leauwette,62,2829,False,5.1,3.7,2.2,1.0,6.2,4.9,2.0,1.0,10,3.53,92.0,154.0
62321,Évin-Malmaison,62,4674,False,8.1,5.8,4.3,2.6,8.0,6.4,1.8,1.0,9,1.93,84.2,240.0
