code_insee,commune,dep,PMUN,dans_MEL,revenu_dispo_ref_mois_eur,taux_pauvrete_pct,cout_achat_maison_mois_eur,cout_location_maison_mois_eur,cout_transport_mois_eur,transport_contraint_voiture,reste_a_vivre_achat_eur,taux_effort_achat_pct,reste_a_vivre_location_eur,taux_effort_location_pct
59574,Somain,59,11790,False,2705.0,23.0,580.0,869.0,52.0,False,2073.0,23.4,1784.0,34.0
59578,Steenbecque,59,1650,False,3196.0,,618.0,751.0,50.0,False,2528.0,20.9,2395.0,25.1
59580,Steenvoorde,59,4324,False,3256.0,11.0,789.0,926.0,517.0,True,1950.0,40.1,1813.0,44.3
59581,Steenwerck,59,3540,False,3478.0,8.0,785.0,920.0,34.0,False,2659.0,23.5,2524.0,27.4
59585,Templemars,59,3635,True,3708.0,8.0,1167.0,1130.0,14.0,False,2527.0,31.9,2564.0,30.9
59586,Templeuve-en-Pévèle,59,6705,False,3783.0,7.0,1149.0,1137.0,21.0,False,2613.0,30.9,2625.0,30.6
59592,Thumeries,59,4029,False,3535.0,7.0,1002.0,978.0,31.0,False,2502.0,29.2,2526.0,28.5
59594,Thun-Saint-Amand,59,1110,False,3194.0,,653.0,891.0,530.0,True,2011.0,37.0,1773.0,44.5
59598,Toufflers,59,3910,True,3569.0,7.0,1142.0,1052.0,18.0,False,2409.0,32.5,2499.0,30.0
59599,Tourcoing,59,99011,True,2585.0,29.0,767.0,961.0,19.0,False,1799.0,30.4,1605.0,37.9
59602,Tressin,59,1395,True,4223.0,,1402.0,1168.0,13.0,False,2808.0,33.5,3042.0,28.0
59603,Trith-Saint-Léger,59,6124,False,2802.0,19.0,603.0,859.0,568.0,True,1631.0,41.8,1375.0,50.9
59588,Téteghem-Coudekerque-Village,59,8384,False,3742.0,8.0,1067.0,1161.0,77.0,False,2598.0,30.6,2504.0,33.1
59606,Valenciennes,59,42991,False,2860.0,25.0,691.0,916.0,52.0,False,2117.0,26.0,1892.0,33.8
59609,Vendeville,59,1546,True,4157.0,,1282.0,1223.0,0.0,False,2875.0,30.8,2934.0,29.4
59610,Verchain-Maugré,59,1102,False,3551.0,,479.0,755.0,638.0,True,2434.0,31.5,2158.0,39.2
59611,Verlinghem,59,2673,True,4360.0,,1460.0,1183.0,0.0,False,2900.0,33.5,3177.0,27.1
59615,Vieux-Berquin,59,2649,False,3473.0,,713.0,905.0,45.0,False,2715.0,21.8,2523.0,27.4
59616,Vieux-Condé,59,10446,False,2592.0,27.0,499.0,793.0,534.0,True,1559.0,39.9,1265.0,51.2
59009,Villeneuve-d'Ascq,59,62067,True,3107.0,21.0,1299.0,1284.0,28.0,False,1780.0,42.7,1795.0,42.2
59622,Villers-en-Cauchies,59,1161,False,3117.0,,696.0,811.0,684.0,True,1737.0,44.3,1622.0,48.0
59629,Vred,59,1311,False,3435.0,,782.0,938.0,47.0,False,2606.0,24.1,2450.0,28.7
59630,Wahagnies,59,2605,False,3338.0,10.0,895.0,978.0,27.0,False,2416.0,27.6,2333.0,30.1
59632,Wallers,59,5598,False,2822.0,20.0,750.0,834.0,41.0,False,2031.0,28.0,1947.0,31.0
59636,Wambrechies,59,10798,True,3800.0,7.0,1490.0,1206.0,0.0,False,2310.0,39.2,2594.0,31.7
59637,Wandignies-Hamage,59,1318,False,3627.0,,660.0,910.0,419.0,True,2548.0,29.7,2298.0,36.6
59638,Wannehain,59,1331,False,3790.0,,1434.0,1168.0,271.0,True,2085.0,45.0,2351.0,38.0
59639,Wargnies-le-Grand,59,1101,False,3729.0,,788.0,860.0,640.0,True,2301.0,38.3,2229.0,40.2
59641,Warhem,59,2022,False,3492.0,,883.0,883.0,718.0,True,1891.0,45.8,1891.0,45.8
59646,Wasquehal,59,20836,True,3660.0,10.0,1394.0,1298.0,13.0,False,2253.0,38.4,2349.0,35.8
59647,Watten,59,2577,False,2723.0,21.0,633.0,809.0,75.0,False,2015.0,26.0,1839.0,32.5
59648,Wattignies,59,15531,True,3106.0,20.0,1055.0,1113.0,0.0,False,2051.0,34.0,1993.0,35.8
59650,Wattrelos,59,40836,True,2747.0,22.0,814.0,974.0,28.0,False,1905.0,30.7,1745.0,36.5
59651,Wavrechain-sous-Denain,59,1616,False,2475.0,,505.0,791.0,546.0,True,1424.0,42.5,1138.0,54.0
59653,Wavrin,59,7773,True,3387.0,11.0,1093.0,1248.0,23.0,False,2271.0,32.9,2116.0,37.5
59654,Waziers,59,7354,False,2369.0,32.0,481.0,801.0,40.0,False,1848.0,22.0,1528.0,35.5
59656,Wervicq-Sud,59,5299,True,3363.0,13.0,1146.0,1073.0,28.0,False,2189.0,34.9,2262.0,32.7
59660,Willems,59,2996,True,3627.0,8.0,1082.0,1168.0,18.0,False,2527.0,30.3,2441.0,32.7
59662,Winnezeele,59,1300,False,3297.0,,763.0,883.0,536.0,True,1998.0,39.4,1878.0,43.0
59663,Wormhout,59,5705,False,3302.0,9.0,852.0,942.0,70.0,False,2380.0,27.9,2290.0,30.6
59185,Écaillon,59,1910,False,2767.0,,581.0,848.0,47.0,False,2139.0,22.7,1872.0,32.3
62004,Achicourt,62,7938,False,3093.0,17.0,826.0,1028.0,61.0,False,2206.0,28.7,2004.0,35.2
62013,Agny,62,1879,False,3493.0,,788.0,945.0,61.0,False,2644.0,24.3,2487.0,28.8
62014,Aire-sur-la-Lys,62,9585,False,2928.0,19.0,587.0,753.0,649.0,True,1692.0,42.2,1526.0,47.9
62019,Aix-Noulette,62,3913,False,3247.0,13.0,730.0,804.0,517.0,True,2000.0,38.4,1926.0,40.7
62032,Angres,62,4842,False,2891.0,19.0,776.0,804.0,496.0,True,1619.0,44.0,1591.0,45.0
62033,Annay,62,4517,False,2930.0,15.0,694.0,870.0,35.0,False,2201.0,24.9,2025.0,30.9
62034,Annequin,62,2145,False,2838.0,18.0,726.0,852.0,39.0,False,2073.0,27.0,1947.0,31.4
62035,Annezin,62,5813,False,3026.0,14.0,668.0,840.0,47.0,False,2311.0,23.6,2139.0,29.3
62037,Anzin-Saint-Aubin,62,2806,False,4191.0,,1005.0,1001.0,61.0,False,3125.0,25.4,3129.0,25.3
62040,Arques,62,9655,False,2767.0,20.0,710.0,814.0,68.0,False,1989.0,28.1,1885.0,31.9
62041,Arras,62,42600,False,2857.0,25.0,824.0,978.0,61.0,False,1972.0,31.0,1818.0,36.4
62042,Athies,62,1059,False,3629.0,,814.0,980.0,61.0,False,2754.0,24.1,2588.0,28.7
62048,Auchel,62,10062,False,2408.0,30.0,503.0,762.0,758.0,True,1147.0,52.4,888.0,63.1
62051,Auchy-les-Mines,62,4623,False,2856.0,18.0,825.0,924.0,39.0,False,1992.0,30.3,1893.0,33.7
62065,Avion,62,17672,False,2518.0,28.0,669.0,875.0,43.0,False,1806.0,28.3,1600.0,36.5
62073,Bailleul-Sir-Berthoult,62,1430,False,3761.0,,809.0,944.0,61.0,False,2891.0,23.1,2756.0,26.7
62083,Barlin,62,7366,False,2575.0,25.0,587.0,829.0,574.0,True,1414.0,45.1,1172.0,54.5
62099,Beaurains,62,5515,False,3139.0,14.0,858.0,968.0,61.0,False,2220.0,29.3,2110.0,32.8
62471,Bellinghem,62,1087,False,3201.0,,642.0,751.0,740.0,True,1819.0,43.2,1710.0,46.6
62126,Beuvry,62,9111,False,2920.0,19.0,682.0,821.0,42.0,False,2196.0,24.8,2057.0,29.6
62128,Biache-Saint-Vaast,62,4481,False,3064.0,11.0,906.0,902.0,39.0,False,2119.0,30.8,2123.0,30.7
62132,Billy-Berclau,62,5059,False,3285.0,9.0,791.0,905.0,31.0,False,2463.0,25.0,2349.0,28.5
62133,Billy-Montigny,62,8117,False,2462.0,30.0,577.0,835.0,39.0,False,1846.0,25.0,1588.0,35.5
62160,Boulogne-sur-Mer,62,40910,False,2503.0,30.0,686.0,906.0,135.0,False,1682.0,32.8,1462.0,41.6
62164,Bourlon,62,1140,False,3127.0,,494.0,751.0,670.0,True,1963.0,37.2,1706.0,45.4
62170,Bouvigny-Boyeffles,62,2371,False,3572.0,9.0,663.0,879.0,525.0,True,2384.0,33.3,2168.0,39.3
62173,Brebières,62,5169,False,3201.0,12.0,806.0,992.0,40.0,False,2355.0,26.4,2169.0,32.2
62178,Bruay-la-Buissière,62,21827,False,2451.0,29.0,565.0,803.0,648.0,True,1238.0,49.5,1000.0,59.2
62181,Bucquoy,62,1480,False,2954.0,,614.0,864.0,720.0,True,1620.0,45.2,1370.0,53.6
62186,Bully-les-Mines,62,12221,False,2695.0,22.0,693.0,845.0,43.0,False,1959.0,27.3,1807.0,32.9
62188,Burbure,62,2819,False,2889.0,16.0,530.0,759.0,733.0,True,1626.0,43.7,1397.0,51.6
62190,Busnes,62,1245,False,3324.0,,443.0,782.0,541.0,True,2340.0,29.6,2001.0,39.8
62119,Béthune,62,24992,False,2725.0,26.0,642.0,836.0,47.0,False,2036.0,25.3,1842.0,32.4
62193,Calais,62,67380,False,2555.0,29.0,658.0,837.0,103.0,False,1794.0,29.8,1615.0,36.8
62194,Calonne-Ricouart,62,5463,False,2487.0,29.0,577.0,756.0,58.0,False,1852.0,25.5,1673.0,32.7
62195,Calonne-sur-la-Lys,62,1560,False,3285.0,,641.0,816.0,481.0,True,2163.0,34.2,1988.0,39.5
62200,Cambrin,62,1228,False,3315.0,,787.0,852.0,39.0,False,2489.0,24.9,2424.0,26.9
62215,Carvin,62,17852,False,2843.0,20.0,785.0,882.0,31.0,False,2027.0,28.7,1930.0,32.1
62224,Chocques,62,2824,False,2917.0,15.0,693.0,809.0,47.0,False,2177.0,25.4,2061.0,29.3
62240,Corbehem,62,2266,False,3076.0,11.0,670.0,828.0,40.0,False,2366.0,23.1,2208.0,28.2
62249,Courcelles-lès-Lens,62,8213,False,2668.0,23.0,816.0,896.0,33.0,False,1819.0,31.8,1739.0,34.8
62250,Courrières,62,10199,False,2869.0,19.0,766.0,922.0,33.0,False,2070.0,27.8,1914.0,33.3
62262,Cuinchy,62,1754,False,3206.0,,845.0,852.0,39.0,False,2322.0,27.6,2315.0,27.8
62263,Dainville,62,5703,False,3502.0,9.0,848.0,961.0,61.0,False,2593.0,26.0,2480.0,29.2
62274,Dourges,62,5997,False,2890.0,17.0,776.0,897.0,33.0,False,2081.0,28.0,1960.0,32.2
62276,Douvrin,62,5795,False,3011.0,14.0,846.0,924.0,34.0,False,2131.0,29.2,2053.0,31.8
62277,Drocourt,62,2943,False,2914.0,16.0,780.0,828.0,39.0,False,2095.0,28.1,2047.0,29.8
62279,Duisans,62,1383,False,4088.0,,668.0,945.0,620.0,True,2800.0,31.5,2523.0,38.3
62310,Essars,62,1755,False,3290.0,,743.0,841.0,42.0,False,2505.0,23.9,2407.0,26.8
62311,Estevelles,62,2024,False,3228.0,,816.0,882.0,32.0,False,2380.0,26.3,2314.0,28.3
62323,Fampoux,62,1219,False,3630.0,,1004.0,818.0,495.0,True,2131.0,41.3,2317.0,36.2
62330,Festubert,62,1266,False,3643.0,,835.0,920.0,39.0,False,2769.0,24.0,2684.0,26.3
62331,Feuchy,62,1015,False,3245.0,,641.0,818.0,61.0,False,2543.0,21.6,2366.0,27.1
62338,Fleurbaix,62,2862,False,4276.0,,1253.0,1175.0,306.0,True,2717.0,36.5,2795.0,34.6
62349,Fouquereuil,62,1632,False,3154.0,,913.0,841.0,47.0,False,2194.0,30.4,2266.0,28.2
62350,Fouquières-lès-Béthune,62,1115,False,3599.0,,681.0,862.0,47.0,False,2871.0,20.2,2690.0,25.3
62351,Fouquières-lès-Lens,62,6233,False,2558.0,25.0,621.0,833.0,39.0,False,1898.0,25.8,1686.0,34.1
62371,Givenchy-en-Gohelle,62,2026,False,3605.0,,687.0,879.0,485.0,True,2433.0,32.5,2241.0,37.8
62373,Givenchy-lès-la-Bassée,62,1006,False,3235.0,,645.0,907.0,39.0,False,2551.0,21.1,2289.0,29.2
62376,Gonnehem,62,2507,False,3466.0,,777.0,782.0,528.0,True,2161.0,37.7,2156.0,37.8
62383,Gouy-sous-Bellonne,62,1396,False,3562.0,,525.0,980.0,486.0,True,2551.0,28.4,2096.0,41.2
62386,Grenay,62,6704,False,2428.0,29.0,710.0,827.0,487.0,True,1231.0,49.3,1114.0,54.1
62391,Guarbecque,62,1369,False,3144.0,,502.0,816.0,564.0,True,2078.0,33.9,1764.0,43.9
62400,Haillicourt,62,4884,False,2623.0,23.0,642.0,798.0,616.0,True,1365.0,48.0,1209.0,53.9
62401,Haisnes,62,4427,False,2881.0,18.0,803.0,912.0,34.0,False,2044.0,29.1,1935.0,32.8
62412,Hardinghen,62,1219,False,3110.0,,652.0,861.0,1166.0,True,1292.0,58.5,1083.0,65.2
62413,Harnes,62,12317,False,2615.0,26.0,698.0,855.0,35.0,False,1882.0,28.0,1725.0,34.0
62443,Hersin-Coupigny,62,6147,False,2790.0,22.0,613.0,782.0,548.0,True,1629.0,41.6,1460.0,47.7
62452,Heuringhem,62,1379,False,3562.0,,530.0,810.0,680.0,True,2352.0,34.0,2072.0,41.8
62454,Hinges,62,2417,False,3657.0,,840.0,920.0,520.0,True,2297.0,37.2,2217.0,39.4
62457,Houdain,62,7030,False,2663.0,22.0,585.0,818.0,600.0,True,1478.0,44.5,1245.0,53.2
62464,Hulluch,62,3367,False,3062.0,15.0,855.0,907.0,35.0,False,2172.0,29.1,2120.0,30.8
62427,Hénin-Beaumont,62,26035,False,2708.0,24.0,606.0,808.0,36.0,False,2066.0,23.7,1864.0,31.2
62476,Izel-lès-Équerchin,62,1058,False,3535.0,,899.0,980.0,444.0,True,2192.0,38.0,2111.0,40.3
62252,La Couture,62,2616,False,3574.0,,597.0,918.0,42.0,False,2935.0,17.9,2614.0,26.9
62479,Labeuvrière,62,1654,False,3232.0,,635.0,841.0,47.0,False,2550.0,21.1,2344.0,27.5
62480,Labourse,62,2894,False,3119.0,15.0,747.0,841.0,47.0,False,2325.0,25.5,2231.0,28.5
62489,Lapugnoy,62,3518,False,3033.0,15.0,727.0,814.0,676.0,True,1630.0,46.3,1543.0,49.1
62491,Laventie,62,4969,False,3485.0,8.0,942.0,939.0,350.0,True,2193.0,37.1,2196.0,37.0
62497,Leforest,62,7179,False,2883.0,18.0,881.0,884.0,33.0,False,1969.0,31.7,1966.0,31.8
62498,Lens,62,32618,False,2437.0,32.0,605.0,874.0,43.0,False,1789.0,26.6,1520.0,37.6
62502,Lestrem,62,5073,False,3420.0,9.0,662.0,895.0,439.0,True,2319.0,32.2,2086.0,39.0
62907,Libercourt,62,8138,False,2609.0,25.0,736.0,978.0,27.0,False,1846.0,29.2,1604.0,38.5
62516,Lillers,62,9988,False,2754.0,21.0,434.0,743.0,47.0,False,2273.0,17.5,1964.0,28.7
62510,Liévin,62,30149,False,2520.0,28.0,686.0,883.0,43.0,False,1791.0,28.9,1594.0,36.7
62520,Locon,62,2342,False,3719.0,,771.0,920.0,42.0,False,2906.0,21.9,2757.0,25.9
62523,Loison-sous-Lens,62,5255,False,2718.0,21.0,585.0,909.0,40.0,False,2093.0,23.0,1769.0,34.9
62525,Longuenesse,62,10568,False,2737.0,23.0,705.0,845.0,68.0,False,1964.0,28.2,1824.0,33.4
62528,Loos-en-Gohelle,62,6896,False,2874.0,19.0,694.0,904.0,43.0,False,2137.0,25.6,1927.0,33.0
62529,Lorgies,62,1609,False,3990.0,,807.0,1018.0,32.0,False,3151.0,21.0,2940.0,26.3
62540,Maisnil-lès-Ruitz,62,1691,False,3062.0,,787.0,767.0,573.0,True,1702.0,44.4,1722.0,43.8
62543,Mametz,62,1998,False,3016.0,,515.0,754.0,717.0,True,1784.0,40.8,1545.0,48.8
62557,Marœuil,62,2441,False,3829.0,,983.0,960.0,61.0,False,2785.0,27.3,2808.0,26.7
62563,Mazingarbe,62,8068,False,2593.0,25.0,689.0,827.0,442.0,True,1462.0,43.6,1324.0,48.9
62573,Meurchin,62,3717,False,3092.0,14.0,785.0,882.0,32.0,False,2275.0,26.4,2178.0,29.6
62584,Mont-Bernanchon,62,1316,False,3298.0,,649.0,782.0,499.0,True,2150.0,34.8,2017.0,38.8
62587,Montigny-en-Gohelle,62,9870,False,2633.0,26.0,682.0,861.0,39.0,False,1912.0,27.4,1733.0,34.2
62570,Méricourt,62,11431,False,2631.0,25.0,724.0,896.0,42.0,False,1865.0,29.1,1693.0,35.7
62606,Neuve-Chapelle,62,1419,False,3842.0,,1034.0,1018.0,345.0,True,2463.0,35.9,2479.0,35.5
62609,Neuville-Saint-Vaast,62,1603,False,3972.0,,894.0,924.0,586.0,True,2492.0,37.3,2462.0,38.0
62620,Norrent-Fontes,62,1362,False,3028.0,,536.0,754.0,762.0,True,1730.0,42.9,1512.0,50.1
62624,Noyelles-Godault,62,5906,False,2689.0,24.0,721.0,947.0,33.0,False,1935.0,28.0,1709.0,36.4
62626,Noyelles-lès-Vermelles,62,2294,False,3020.0,13.0,783.0,852.0,39.0,False,2198.0,27.2,2129.0,29.5
62628,Noyelles-sous-Lens,62,6659,False,2485.0,26.0,567.0,870.0,42.0,False,1876.0,24.5,1573.0,36.7
62617,Nœux-les-Mines,62,11520,False,2634.0,23.0,606.0,810.0,47.0,False,1981.0,24.8,1777.0,32.5
62637,Oignies,62,10210,False,2650.0,24.0,811.0,907.0,27.0,False,1812.0,31.6,1716.0,35.2
62638,Oisy-le-Verger,62,1188,False,2983.0,,496.0,807.0,578.0,True,1909.0,36.0,1598.0,46.4
62666,Pont-à-Vendin,62,3136,False,2760.0,20.0,536.0,870.0,35.0,False,2189.0,20.7,1855.0,32.8
62684,Racquinghem,62,2214,False,3014.0,11.0,720.0,750.0,633.0,True,1661.0,44.9,1631.0,45.9
62693,Rebreuve-Ranchicourt,62,1071,False,3718.0,,561.0,767.0,608.0,True,2549.0,31.4,2343.0,37.0
62706,Richebourg,62,2618,False,3688.0,,673.0,920.0,378.0,True,2637.0,28.5,2390.0,35.2
62712,Rivière,62,1124,False,3785.0,,671.0,723.0,650.0,True,2464.0,34.9,2412.0,36.3
62713,Robecq,62,1329,False,3431.0,,507.0,816.0,516.0,True,2408.0,29.8,2099.0,38.8
62724,Rouvroy,62,8797,False,2557.0,27.0,739.0,863.0,39.0,False,1779.0,30.4,1655.0,35.3
62727,Ruitz,62,1509,False,3302.0,,750.0,862.0,594.0,True,1958.0,40.7,1846.0,44.1
62718,Rœux,62,1390,False,3343.0,,825.0,851.0,61.0,False,2457.0,26.5,2431.0,27.3
62735,Sailly-Labourse,62,2577,False,2965.0,16.0,875.0,852.0,42.0,False,2048.0,30.9,2071.0,30.2
62736,Sailly-sur-la-Lys,62,3883,False,3612.0,6.0,957.0,927.0,348.0,True,2307.0,36.1,2337.0,35.3
62737,Sains-en-Gohelle,62,5995,False,2814.0,20.0,704.0,852.0,519.0,True,1591.0,43.5,1443.0,48.7
62753,Saint-Laurent-Blangy,62,6507,False,3047.0,15.0,822.0,979.0,61.0,False,2164.0,29.0,2007.0,34.1
62764,Saint-Nicolas,62,4603,False,2867.0,22.0,790.0,944.0,61.0,False,2016.0,29.7,1862.0,35.1
62765,Saint-Omer,62,14661,False,2559.0,29.0,624.0,803.0,68.0,False,1867.0,27.0,1688.0,34.0
62770,Saint-Venant,62,3022,False,3220.0,12.0,547.0,796.0,531.0,True,2142.0,33.5,1893.0,41.2
62744,Sainte-Catherine,62,3594,False,3722.0,8.0,965.0,1076.0,61.0,False,2696.0,27.6,2585.0,30.5
62771,Sallaumines,62,9650,False,2312.0,35.0,610.0,833.0,42.0,False,1660.0,28.2,1437.0,37.8
62793,Servins,62,1134,False,3605.0,,695.0,879.0,553.0,True,2357.0,34.6,2173.0,39.7
62801,Souchez,62,2658,False,3554.0,,812.0,879.0,513.0,True,2229.0,37.3,2162.0,39.2
62810,Thélus,62,1271,False,3699.0,,703.0,924.0,523.0,True,2473.0,33.1,2252.0,39.1
62817,Tilloy-lès-Mofflaines,62,1519,False,3341.0,,865.0,818.0,61.0,False,2415.0,27.7,2462.0,26.3
62836,Vaudricourt,62,1104,False,4195.0,,770.0,862.0,47.0,False,3378.0,19.5,3286.0,21.7
62842,Vendin-le-Vieil,62,8381,False,2890.0,19.0,872.0,934.0,35.0,False,1983.0,31.4,1921.0,33.5
62841,Vendin-lès-Béthune,62,2393,False,3079.0,12.0,658.0,808.0,47.0,False,2374.0,22.9,2224.0,27.8
62846,Vermelles,62,4748,False,2787.0,18.0,752.0,912.0,39.0,False,1996.0,28.4,1836.0,34.1
62847,Verquigneul,62,2016,False,3218.0,,722.0,841.0,47.0,False,2449.0,23.9,2330.0,27.6
62848,Verquin,62,3459,False,2982.0,14.0,681.0,814.0,47.0,False,2254.0,24.4,2121.0,28.9
62861,Vimy,62,4307,False,3452.0,8.0,808.0,957.0,43.0,False,2601.0,24.7,2452.0,29.0
62863,Violaines,62,3831,False,3256.0,10.0,826.0,911.0,34.0,False,2396.0,26.4,2311.0,29.0
62865,Vitry-en-Artois,62,4787,False,3050.0,14.0,765.0,882.0,40.0,False,2245.0,26.4,2128.0,30.2
62869,Wailly,62,1081,False,3785.0,,705.0,902.0,622.0,True,2458.0,35.1,2261.0,40.3
62875,Wardrecques,62,1346,False,3168.0,,669.0,751.0,628.0,True,1871.0,40.9,1789.0,43.5
62895,Wingles,62,8742,False,2719.0,22.0,695.0,910.0,32.0,False,1992.0,26.7,1777.0,34.6
62905,Zudausques,62,1040,False,3598.0,,686.0,784.0,765.0,True,2147.0,40.3,2049.0,43.1
62284,Écourt-Saint-Quentin,62,1691,False,3154.0,,666.0,898.0,568.0,True,1920.0,39.1,1688.0,46.5
62291,Éleu-dit-Leauwette,62,2829,False,2862.0,17.0,690.0,869.0,43.0,False,2129.0,25.6,1950.0,31.9
62321,Évin-Malmaison,62,4674,False,2733.0,20.0,790.0,872.0,31.0,False,1912.0,30.0,1830.0,33.0
