code_insee,commune,dep,PMUN,dans_MEL,air_no2_ugm3,air_station_nom,air_station_dist_km,air_station_annee,air_pm25_ugm3,air_pm10_ugm3
59129,Cappelle-en-Pévèle,59,2262,False,10.0,Wattignies,13.6,2025,11.0,17.0
59133,Carnin,59,1076,True,12.0,Harnes Serres,8.9,2025,7.0,17.0
59135,Cassel,59,2227,False,10.0,St Omer Ribot,17.3,2023,12.0,17.0
59120,Caëstre,59,2006,False,10.0,St Omer Ribot,24.4,2023,12.0,17.0
59146,Chéreng,59,3001,True,10.0,Wattignies,11.4,2025,11.0,18.0
59152,Comines,59,12671,True,13.0,Halluin stade,8.2,2025,12.0,18.0
59153,Condé-sur-l'Escaut,59,9396,False,7.0,Saint Amand,12.6,2024,11.0,14.0
59155,Coudekerque-Branche,59,20765,False,8.0,Cappelle,3.2,2024,12.0,22.0
59156,Courchelettes,59,2881,False,11.0,Douai Theuriet,4.0,2025,11.0,17.0
59158,Coutiches,59,3246,False,11.0,Douai Theuriet,12.1,2025,11.0,17.0
59163,Croix,59,20778,True,12.0,Tourcoing Stade,6.7,2025,12.0,18.0
59165,Cuincy,59,6472,False,11.0,Douai Theuriet,2.3,2025,11.0,17.0
59166,Curgies,59,1347,False,13.0,Valenciennes Acacias,7.9,2024,11.0,14.0
59168,Cysoing,59,4722,False,10.0,Wattignies,12.2,2025,11.0,18.0
59170,Dechy,59,5351,False,11.0,Douai Theuriet,5.5,2025,11.0,17.0
59172,Denain,59,20640,False,12.0,Denain Villars,0.9,2025,11.0,17.0
59173,Deûlémont,59,1819,True,13.0,Halluin stade,12.1,2025,12.0,18.0
59670,Don,59,1412,True,12.0,Harnes Serres,10.7,2025,7.0,20.0
59178,Douai,59,39648,False,11.0,Douai Theuriet,1.8,2025,11.0,17.0
59179,Douchy-les-Mines,59,10207,False,12.0,Denain Villars,2.6,2025,11.0,17.0
59183,Dunkerque,59,86788,False,11.0,St Pol mer - cheminots,0.4,2025,12.0,18.0
59189,Eecke,59,1221,False,10.0,St Omer Ribot,24.0,2023,12.0,17.0
59193,Emmerin,59,3053,True,10.0,Wattignies,3.2,2025,11.0,18.0
59196,Ennetières-en-Weppes,59,1293,True,10.0,Wattignies,9.5,2025,11.0,18.0
59197,Ennevelin,59,2356,False,10.0,Wattignies,8.5,2025,11.0,17.0
59202,Erquinghem-Lys,59,5356,True,10.0,Wattignies,16.8,2025,11.0,17.0
59203,Erre,59,1574,False,12.0,Denain Villars,7.7,2025,11.0,17.0
59205,Escaudain,59,9253,False,12.0,Denain Villars,4.1,2025,11.0,17.0
59207,Escautpont,59,4152,False,13.0,Valenciennes Acacias,8.0,2024,11.0,14.0
59210,Esquelbecq,59,2134,False,8.0,Cappelle,12.5,2024,12.0,22.0
59212,Estaires,59,6496,False,11.0,Bethune Stade,14.6,2025,12.0,17.0
