code_insee,commune,dep,PMUN,dans_MEL,part_logts_vacants,part_maisons,part_proprietaires,part_hlm,part_menages_sans_voiture,part_menages_2voit_plus,evol_pop_2016_2022_pct
62587,Montigny-en-Gohelle,62,9870,False,3.2,75.5,49.0,37.7,23.0,30.7,-5.1
62570,Méricourt,62,11431,False,4.6,82.4,45.7,38.1,19.9,32.9,-0.3
62606,Neuve-Chapelle,62,1419,False,4.6,99.5,92.0,0.2,2.3,64.0,-2.4
62609,Neuville-Saint-Vaast,62,1603,False,4.2,92.0,83.0,4.4,6.7,53.2,7.5
62620,Norrent-Fontes,62,1362,False,6.3,96.6,78.4,3.3,9.8,48.7,-2.7
62624,Noyelles-Godault,62,5906,False,6.9,72.1,44.9,39.1,15.2,35.4,0.5
62626,Noyelles-lès-Vermelles,62,2294,False,4.2,89.9,59.1,31.6,12.4,42.0,-5.4
62628,Noyelles-sous-Lens,62,6659,False,6.9,86.1,33.1,41.4,21.2,29.1,1.5
62617,Nœux-les-Mines,62,11520,False,7.5,74.8,44.6,32.6,20.7,29.1,-5.2
62637,Oignies,62,10210,False,6.8,80.5,42.7,38.0,17.0,34.5,5.9
62638,Oisy-le-Verger,62,1188,False,5.2,96.7,75.8,5.4,9.9,46.8,-2.5
62666,Pont-à-Vendin,62,3136,False,8.4,83.1,60.8,19.7,14.1,36.7,-2.5
62684,Racquinghem,62,2214,False,5.0,98.1,79.1,9.1,5.0,52.5,-4.3
62693,Rebreuve-Ranchicourt,62,1071,False,4.9,99.6,90.5,0.0,4.2,55.2,-0.7
62706,Richebourg,62,2618,False,5.1,94.8,79.9,3.0,5.3,59.7,1.8
62712,Rivière,62,1124,False,7.4,98.0,83.7,1.0,4.9,54.2,0.0
62713,Robecq,62,1329,False,6.0,97.2,85.4,0.0,4.3,60.2,-3.5
62724,Rouvroy,62,8797,False,6.7,88.4,41.0,42.6,21.2,32.1,-0.3
62727,Ruitz,62,1509,False,3.3,88.9,72.3,7.4,5.6,44.2,-6.7
62718,Rœux,62,1390,False,4.2,97.0,85.7,5.9,5.7,56.9,-4.8
62735,Sailly-Labourse,62,2577,False,3.2,96.6,63.9,21.1,10.5,47.5,10.5
62736,Sailly-sur-la-Lys,62,3883,False,5.7,95.0,83.1,5.7,5.0,58.1,-2.2
62737,Sains-en-Gohelle,62,5995,False,8.4,87.2,55.5,22.4,15.6,39.3,-3.9
62753,Saint-Laurent-Blangy,62,6507,False,7.3,52.8,49.5,34.1,15.4,28.7,-2.5
62764,Saint-Nicolas,62,4603,False,5.7,56.1,48.9,37.9,21.2,26.1,-5.4
62765,Saint-Omer,62,14661,False,13.2,38.9,32.8,14.9,29.6,18.5,-0.6
62770,Saint-Venant,62,3022,False,8.8,85.4,70.5,11.7,10.6,43.8,1.0
62744,Sainte-Catherine,62,3594,False,7.7,75.2,75.1,8.2,7.7,39.4,1.0
62771,Sallaumines,62,9650,False,7.8,83.1,30.2,40.1,23.7,28.5,-1.7
62793,Servins,62,1134,False,5.3,98.6,79.6,10.8,3.5,58.6,5.6
62801,Souchez,62,2658,False,5.4,87.0,76.4,10.9,8.5,46.0,6.2
62810,Thélus,62,1271,False,4.5,92.5,80.8,4.5,5.6,53.4,7.8
62817,Tilloy-lès-Mofflaines,62,1519,False,5.9,89.8,69.6,12.5,8.2,46.8,8.8
62836,Vaudricourt,62,1104,False,2.6,93.9,86.0,0.6,6.4,63.2,19.6
62842,Vendin-le-Vieil,62,8381,False,6.0,86.0,55.0,27.6,12.8,44.4,-1.0
62841,Vendin-lès-Béthune,62,2393,False,4.6,95.8,77.7,6.8,11.3,44.4,-2.0
62846,Vermelles,62,4748,False,6.1,88.8,59.3,21.6,13.2,41.9,0.2
62847,Verquigneul,62,2016,False,4.3,94.9,74.6,9.5,6.6,54.0,6.7
62848,Verquin,62,3459,False,5.0,92.6,64.9,14.0,9.6,40.6,0.8
62861,Vimy,62,4307,False,5.0,95.4,75.6,10.5,7.9,46.0,-0.0
62863,Violaines,62,3831,False,7.0,96.0,68.2,17.0,8.1,49.0,6.5
62865,Vitry-en-Artois,62,4787,False,4.5,91.8,65.1,15.6,11.7,41.4,4.4
62869,Wailly,62,1081,False,6.1,95.8,86.2,0.0,3.6,59.5,-2.8
62875,Wardrecques,62,1346,False,4.1,96.4,75.0,7.2,4.2,57.1,0.5
62895,Wingles,62,8742,False,7.0,85.5,49.8,31.4,15.6,36.7,-0.5
62905,Zudausques,62,1040,False,4.4,99.1,82.7,2.8,1.9,66.2,19.2
62284,Écourt-Saint-Quentin,62,1691,False,6.7,96.6,79.5,3.8,10.8,49.4,1.4
62291,Éleu-dit-Leauwette,62,2829,False,6.7,81.0,61.1,19.5,13.3,39.1,-4.9
62321,Évin-Malmaison,62,4674,False,5.0,96.8,57.8,20.1,14.9,37.8,1.7
