code_insee,commune,dep,PMUN,dans_MEL,acces_gare_proche_min_min,acces_gare_proche_moy_min,gare_utile,gare_utile_uic,gare_utile_commune,gare_utile_sur_place,acces_gare_utile_min,desserte_directe_faible,trains_directs_jour,trains_pointe_matin,trains_arr_lille_matin,trains_pointe_soir,tps_trajet_median_min,tps_trajet_min_min,premier_train,dernier_train,amplitude_h,gares_lille_desservies,lignes,retour_trains_directs_jour,retour_pointe_soir,retour_dernier_depart_lille,autocars_directs_jour,attente_ter_min,egress_lille_min,porte_a_porte_median_min,trajet_ter_realiste_min,tc_trajets_jour,tc_arr_lille_matin,tc_trajet_median_min,tc_trajet_min_min,tc_trajet_realiste_min,tc_premier_arr_lille,tc_dernier_dep,tc_part_direct,tc_metro_sur_place,meilleur_temps_vers_lille_min,meilleur_mode_vers_lille,ter_billet_normal_eur,ter_abo_hebdo_eur,ter_abo_mensuel_eur,ter_abo_mensuel_estime,ter_abo_mensuel_reste_a_charge_eur,velo_min,velo_ter_min,voiture_min,voiture_bouchons_min,voiture_km,voiture_cout_carburant_eur,voiture_cout_mensuel_est_eur,ilevia_abo_mensuel_eur,ilevia_abo_reste_a_charge_eur,gare_sur_territoire,cout_mensuel_meilleur_mode_eur,temps_sans_voiture_min,mode_sans_voiture,cout_sans_voiture_eur,surcout_temps_sans_voiture_min,ratio_alternatif_vs_voiture,option_sans_voiture,cout_transit_min_eur,ratio_sansvoiture_vs_voiture
59416,Morbecque,59,2509,False,1.0,5.2,Hazebrouck,87286302,Hazebrouck,False,10.8,False,45.0,16.0,15.0,13.0,35.0,32.0,04:51,21:14,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,45.8,56.5,,,,,,,,,,56.5,TER,10.4,28.1,101.0,False,50.0,,,69.0,18.0,53.0,445.0,545.0,,,False,50.0,,,,,0.82,0,50.0,
59418,Mortagne-du-Nord,59,1584,False,11.2,13.9,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,False,17.0,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,51.0,62.0,,,,,,,,,,62.0,TER,8.5,22.6,81.0,False,41.0,,,54.0,6.0,49.9,419.0,519.0,,,False,41.0,,,,,1.15,0,41.0,
59419,Mouchin,59,1441,False,5.5,8.7,Orchies,87286583,Orchies,False,8.6,False,53.0,14.0,14.0,13.0,21.0,15.0,05:58,22:09,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,29.6,41.0,,,,,,,,,,41.0,TER,5.8,16.6,60.0,False,30.0,,,47.0,6.0,33.8,284.0,384.0,,,False,30.0,,,,,0.87,0,30.0,
59421,Mouvaux,59,13173,True,3.4,5.5,Roubaix,87286732,Roubaix,False,9.6,False,15.0,5.0,5.0,5.0,10.0,9.0,06:41,21:41,15.0,Flandres,"K80, P80",14.0,4.0,22:09,0.0,12.0,6,19.6,37.6,764.0,132.0,38.5,20.1,51.5,06:03,23:53,0.26,False,37.6,TER ~ velo+TER,3.0,,32.0,False,16.0,45.0,39.0,27.0,4.0,10.7,90.0,190.0,56.5,28.25,False,16.0,39.0,velo+TER,16.0,1.0,1.39,1,16.0,1.44
59398,Mérignies,59,3360,False,5.9,10.9,Templeuve,87286625,Templeuve-en-Pévèle,False,12.3,False,29.0,9.0,9.0,7.0,16.0,11.0,06:04,22:05,16.0,Flandres,"C60, K61",27.0,8.0,21:39,0.0,8.3,6,28.3,42.6,,,,,,,,,,42.6,TER,4.1,11.9,43.0,False,21.0,,53.0,44.0,13.0,20.2,170.0,270.0,,,False,21.0,53.0,velo+TER,21.0,10.0,0.97,1,21.0,1.2
59401,Méteren,59,2256,False,1.5,7.1,Bailleul,87286179,Bailleul,False,10.3,False,45.0,16.0,15.0,12.0,24.0,22.0,05:01,21:25,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,34.3,45.0,,,,,,,,,,45.0,TER,8.0,21.1,76.0,False,38.0,,58.0,57.0,20.0,39.0,328.0,428.0,,,False,38.0,58.0,velo+TER,38.0,13.0,0.79,1,38.0,1.02
59423,Neuf-Berquin,59,1403,False,4.7,6.9,Strazeele,87286203,Strazeele,False,7.8,False,20.0,7.0,6.0,7.0,40.0,39.0,05:57,19:57,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,47.8,64.5,,,,,,,,,,64.5,TER,9.4,,90.0,False,45.0,,,63.0,19.0,44.7,375.0,475.0,,,False,45.0,,,,,1.02,0,45.0,
59426,Neuville-en-Ferrain,59,10160,True,6.9,9.0,Tourcoing,87286542,Tourcoing,False,14.6,False,15.0,5.0,5.0,5.0,14.0,14.0,06:37,21:37,15.0,Flandres,"K80, P80",14.0,4.0,22:09,3.0,12.0,6,28.6,46.6,513.0,80.0,43.5,37.0,56.5,05:51,22:25,0.0,False,46.6,TER,3.7,10.7,38.0,False,19.0,,53.0,34.0,9.0,18.4,155.0,255.0,56.5,28.25,False,19.0,53.0,velo+TER ~ TC urbain,19.0,6.0,1.37,1,19.0,1.56
59431,Nieppe,59,7606,False,1.0,3.6,Nieppe,87287151,Nieppe,True,1.0,False,21.0,7.0,6.0,6.0,25.0,18.0,05:09,20:12,15.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,26.0,42.7,,,,,,,,,,42.7,TER ~ velo+TER,6.3,17.6,63.0,False,32.0,,44.0,53.0,21.0,26.5,223.0,323.0,,,True,32.0,42.7,TER ~ velo+TER,32.0,0.0,0.81,1,32.0,0.81
59434,Nivelle,59,1379,False,5.6,8.5,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,False,17.0,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,51.0,62.0,,,,,,,,,,62.0,TER ~ velo+TER,8.5,22.6,81.0,False,41.0,,66.0,64.0,6.0,53.4,449.0,549.0,,,False,41.0,66.0,velo+TER,41.0,4.0,0.97,1,41.0,1.03
59435,Nomain,59,2585,False,1.0,5.1,Orchies,87286583,Orchies,False,8.0,False,53.0,14.0,14.0,13.0,21.0,15.0,05:58,22:09,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,29.0,40.4,,,,,,,,,,40.4,TER,5.8,16.6,60.0,False,30.0,,47.0,49.0,15.0,30.1,253.0,353.0,,,True,30.0,40.4,TER,30.0,0.0,0.82,1,30.0,0.82
59447,Onnaing,59,8719,False,8.8,12.1,Valenciennes,87343004,Valenciennes,False,15.6,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,59.6,71.0,,,,,,,,,,71.0,TER,10.8,29.1,105.0,False,52.0,,,63.0,15.0,63.0,529.0,629.0,,,False,52.0,,,,,1.13,0,52.0,
59449,Orchies,59,8455,False,1.0,2.9,Orchies,87286583,Orchies,True,1.0,False,53.0,14.0,14.0,13.0,21.0,15.0,05:58,22:09,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,22.0,33.4,,,,,,,,,,33.4,TER,5.8,16.6,60.0,False,30.0,,39.0,44.0,15.0,25.7,216.0,316.0,,,True,30.0,33.4,TER,30.0,0.0,0.76,1,30.0,0.76
59452,Ostricourt,59,5829,False,1.0,3.6,Ostricourt,87345249,Ostricourt,True,1.0,False,21.0,7.0,6.0,6.0,29.0,27.0,06:04,21:04,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,30.0,46.7,,,,,,,,,,46.7,TER,6.0,17.1,61.0,False,31.0,,53.0,50.0,18.0,26.8,225.0,325.0,,,True,31.0,46.7,TER,31.0,0.0,0.93,1,31.0,0.93
59456,Pecquencourt,59,6232,False,1.8,4.7,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,False,6.6,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,37.6,55.6,,,,,,,,,,55.6,TER,9.7,26.1,94.0,False,47.0,,63.0,60.0,16.0,40.9,344.0,444.0,,,False,47.0,63.0,velo+TER,47.0,7.0,0.93,1,47.0,1.05
59459,Petite-Forêt,59,5058,False,2.9,5.7,Valenciennes,87343004,Valenciennes,False,12.9,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,56.9,68.3,,,,,,,,,,68.3,TER ~ velo+TER,10.8,29.1,105.0,False,52.0,,72.0,54.0,15.0,46.8,393.0,493.0,,,False,52.0,72.0,velo+TER,52.0,4.0,1.26,1,52.0,1.33
59462,Phalempin,59,4849,False,1.0,3.1,Phalempin,87286500,Phalempin,True,1.0,False,21.0,7.0,6.0,6.0,19.0,18.0,06:14,21:14,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,20.0,36.7,,,,,,,,,,36.7,TER ~ velo+TER,4.4,12.7,46.0,False,23.0,,38.0,46.0,17.0,19.6,165.0,265.0,,,True,23.0,36.7,TER ~ velo+TER,23.0,0.0,0.8,1,23.0,0.8
59466,Pont-à-Marcq,59,2883,False,7.1,9.1,Templeuve,87286625,Templeuve-en-Pévèle,False,11.0,False,29.0,9.0,9.0,7.0,16.0,11.0,06:04,22:05,16.0,Flandres,"C60, K61",27.0,8.0,21:39,0.0,8.3,6,27.0,41.3,,,,,,,,,,41.3,TER,4.1,11.9,43.0,False,21.0,,52.0,40.0,12.0,18.5,155.0,255.0,,,False,21.0,52.0,velo+TER,21.0,11.0,1.03,1,21.0,1.3
59475,Prouvy,59,2173,False,1.0,2.5,Le Poirier Université,87343210,Trith-Saint-Léger,False,13.0,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,55.0,73.0,,,,,,,,,,73.0,TER ~ velo+TER,,,,False,,,77.0,61.0,15.0,55.1,463.0,563.0,,,True,,73.0,TER ~ velo+TER,,0.0,1.2,1,,1.2
59477,Provin,59,4469,True,1.0,1.9,Bauvin - Provin,87345280,Bauvin,False,4.3,False,21.0,7.0,6.0,6.0,27.0,27.0,06:07,20:35,14.5,Flandres,"C51, K51",24.0,7.0,20:47,0.0,10.7,6,31.3,48.0,,,,,,,,,,47.0,velo+TER ~ TER,6.0,17.1,61.0,False,31.0,,47.0,56.0,20.0,30.3,255.0,355.0,56.5,28.25,False,31.0,47.0,velo+TER,31.0,0.0,0.84,1,28.25,0.84
59470,Prémesques,59,2060,True,3.2,5.4,Pérenchies,87286278,Pérenchies,False,7.0,False,20.0,7.0,6.0,6.0,15.0,14.0,06:22,20:22,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,22.0,38.7,108.0,22.0,33.7,28.7,46.7,06:20,21:46,0.0,False,38.7,TER ~ velo+TER,3.7,10.7,38.0,False,19.0,46.0,43.0,43.0,10.0,14.3,120.0,220.0,56.5,28.25,False,19.0,43.0,velo+TER ~ velo,19.0,4.0,0.9,1,19.0,1.0
59471,Préseau,59,2065,False,9.9,11.1,Le Poirier Université,87343210,Trith-Saint-Léger,False,13.2,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,55.2,73.2,,,,,,,,,,73.2,TER,,,,False,,,,62.0,15.0,59.3,498.0,598.0,,,False,,,,,,1.18,0,,
59457,Pérenchies,59,8519,True,1.0,3.1,Pérenchies,87286278,Pérenchies,True,1.0,False,20.0,7.0,6.0,6.0,15.0,14.0,06:22,20:22,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,16.0,32.7,524.0,91.0,31.4,24.7,44.4,05:50,21:38,0.0,False,32.7,TER ~ velo+TER,3.7,10.7,38.0,False,19.0,42.0,36.0,40.0,11.0,12.7,107.0,207.0,56.5,28.25,True,19.0,32.7,TER ~ velo+TER,19.0,0.0,0.82,1,19.0,0.82
59458,Péronne-en-Mélantois,59,1004,True,3.3,5.4,Fretin,87286641,Fretin,False,5.3,False,27.0,7.0,7.0,7.0,12.0,11.0,06:09,22:09,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,17.3,34.0,,,,,,,,,,34.0,TER ~ velo+TER,3.3,9.5,34.0,False,17.0,54.0,37.0,36.0,8.0,14.7,123.0,223.0,56.5,28.25,False,17.0,37.0,velo+TER,17.0,3.0,0.94,1,17.0,1.03
59479,Quarouble,59,3131,False,10.9,13.0,Valenciennes,87343004,Valenciennes,False,16.2,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,60.2,71.6,,,,,,,,,,71.6,TER,10.8,29.1,105.0,False,52.0,,,59.0,6.0,73.9,621.0,721.0,,,False,52.0,,,,,1.21,0,52.0,
59482,Quesnoy-sur-Deûle,59,6920,True,9.0,12.4,Pérenchies,87286278,Pérenchies,False,13.3,False,20.0,7.0,6.0,6.0,15.0,14.0,06:22,20:22,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,28.3,45.0,373.0,89.0,42.0,30.0,55.0,05:48,22:55,0.8,False,45.0,TER ~ velo,3.7,10.7,38.0,False,19.0,49.0,,41.0,9.0,12.9,108.0,208.0,56.5,28.25,False,19.0,49.0,velo,0.0,4.0,1.1,1,19.0,1.2
59485,Quiévy,59,1801,False,9.6,11.9,Caudry,87345561,Caudry,False,12.9,False,11.0,3.0,3.0,3.0,82.0,81.0,05:16,20:16,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,94.9,112.9,,,,,,,,,,112.9,TER,16.2,43.4,156.0,False,78.0,,,84.0,16.0,76.9,646.0,746.0,,,False,78.0,,,,,1.34,0,78.0,
59487,Radinghem-en-Weppes,59,1393,True,6.6,9.2,Armentières,87286146,Armentières,False,13.0,False,45.0,16.0,15.0,11.0,15.0,14.0,05:13,21:33,16.3,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,28.0,38.7,67.0,13.0,37.5,32.7,50.5,07:43,19:01,0.0,False,38.7,TER,5.3,15.5,56.0,False,28.0,,,47.0,18.0,19.0,160.0,260.0,56.5,28.25,False,28.0,50.5,TC urbain,28.25,12.0,0.82,1,28.0,1.07
59489,Raimbeaucourt,59,4015,False,3.2,7.0,Leforest,87345223,Leforest,False,12.7,False,21.0,7.0,6.0,7.0,33.0,31.0,06:00,21:00,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,45.7,62.4,,,,,,,,,,62.4,TER ~ velo+TER,6.8,18.6,67.0,False,33.0,,66.0,60.0,12.0,30.5,256.0,356.0,,,False,33.0,66.0,velo+TER,33.0,4.0,1.04,1,33.0,1.1
59491,Raismes,59,12055,False,1.0,3.9,Valenciennes,87343004,Valenciennes,False,25.3,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,69.3,80.7,,,,,,,,,,80.7,TER,10.8,29.1,105.0,False,52.0,,,62.0,14.0,46.7,392.0,492.0,,,True,52.0,80.7,TER,52.0,0.0,1.3,1,52.0,1.3
59497,Renescure,59,2128,False,1.0,2.3,Saint-Omer,87281444,Saint-Omer,False,15.6,False,11.0,5.0,5.0,4.0,50.0,48.0,05:57,20:57,15.0,Flandres,K71,11.0,5.0,21:13,0.0,12.0,6,65.6,83.6,,,,,,,,,,83.6,TER,14.2,37.9,136.0,False,68.0,,,72.0,18.0,60.6,509.0,609.0,,,True,68.0,83.6,TER,68.0,0.0,1.16,1,68.0,1.16
59499,Rexpoëde,59,1992,False,10.1,12.9,Bergues,87281105,Bergues,False,13.2,False,11.0,4.0,4.0,3.0,61.0,61.0,05:19,20:19,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,74.2,92.2,,,,,,,,,,92.2,TER,16.0,42.9,154.0,False,77.0,,,69.0,17.0,63.4,533.0,633.0,,,False,77.0,,,,,1.34,0,77.0,
59501,Rieulay,59,1243,False,4.8,6.4,Somain,87345314,Somain,False,14.2,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,51.2,69.2,,,,,,,,,,69.2,TER ~ velo+TER,10.8,29.1,105.0,False,52.0,,74.0,57.0,17.0,36.8,309.0,409.0,,,False,52.0,74.0,velo+TER,52.0,5.0,1.21,1,52.0,1.3
59502,Rieux-en-Cambrésis,59,1438,False,3.2,4.9,Cambrai,87345520,Cambrai,False,14.5,False,11.0,3.0,3.0,3.0,60.0,59.0,05:38,20:38,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,74.5,92.5,,,,,,,,,,92.5,TER,13.4,36.0,130.0,False,65.0,,,76.0,20.0,72.9,612.0,712.0,,,False,65.0,,,,,1.22,0,65.0,
59507,Ronchin,59,19437,True,1.0,3.0,Ronchin,87286534,Ronchin,True,1.0,False,21.0,7.0,6.0,6.0,7.0,6.0,06:26,21:26,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,8.0,24.7,1044.0,141.0,17.0,9.0,30.0,05:25,24:25,0.34,False,21.0,velo ~ TER,2.0,6.7,24.0,False,12.0,21.0,30.0,25.0,6.0,7.2,60.0,160.0,56.5,28.25,True,0.0,21.0,velo ~ TER,0.0,0.0,0.84,1,12.0,0.84
59508,Roncq,59,13784,True,7.0,10.3,Tourcoing,87286542,Tourcoing,False,18.0,False,15.0,5.0,5.0,5.0,14.0,14.0,06:37,21:37,15.0,Flandres,"K80, P80",14.0,4.0,22:09,3.0,12.0,6,32.0,50.0,841.0,115.0,50.0,16.0,63.0,06:22,23:17,0.53,False,50.0,TER,3.7,10.7,38.0,False,19.0,,57.0,33.0,8.0,15.5,130.0,230.0,56.5,28.25,False,19.0,57.0,velo+TER,19.0,7.0,1.52,1,19.0,1.73
59509,Roost-Warendin,59,5976,False,2.4,5.5,Pont de la Deûle,87345207,Flers-en-Escrebieux,False,7.7,False,21.0,7.0,6.0,6.0,37.0,35.0,05:56,20:56,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,44.7,61.4,,,,,,,,,,61.4,TER ~ velo+TER,7.7,20.6,74.0,False,37.0,,66.0,60.0,18.0,37.2,312.0,412.0,,,False,37.0,66.0,velo+TER,37.0,5.0,1.02,1,37.0,1.1
59511,Rosult,59,1973,False,1.0,2.8,Rosult,87286567,Rosult,True,1.0,False,27.0,7.0,7.0,7.0,31.0,29.0,05:50,21:50,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,32.0,48.7,,,,,,,,,,48.7,TER,7.5,20.1,72.0,False,36.0,,54.0,50.0,16.0,35.6,299.0,399.0,,,True,36.0,48.7,TER,36.0,0.0,0.97,1,36.0,0.97
59512,Roubaix,59,98892,True,1.0,4.5,Roubaix,87286732,Roubaix,True,1.0,False,15.0,5.0,5.0,5.0,10.0,9.0,06:41,21:41,15.0,Flandres,"K80, P80",14.0,4.0,22:09,0.0,12.0,6,11.0,29.0,6789.0,1198.0,22.2,15.7,35.2,05:33,24:13,0.38,True,29.0,TER,3.0,,32.0,False,16.0,49.0,36.0,33.0,7.0,12.5,105.0,205.0,56.5,28.25,True,16.0,29.0,TER,16.0,0.0,0.88,1,16.0,0.88
59519,Rumegies,59,1740,False,5.6,9.1,Rosult,87286567,Rosult,False,9.7,False,27.0,7.0,7.0,7.0,31.0,29.0,05:50,21:50,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,40.7,57.4,,,,,,,,,,57.4,TER,7.5,20.1,72.0,False,36.0,,68.0,54.0,6.0,39.5,332.0,432.0,,,False,36.0,68.0,velo+TER,36.0,11.0,1.06,1,36.0,1.26
59486,Râches,59,2660,False,6.5,8.2,Pont de la Deûle,87345207,Flers-en-Escrebieux,False,8.6,False,21.0,7.0,6.0,6.0,37.0,35.0,05:56,20:56,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,45.6,62.3,,,,,,,,,,62.3,TER,7.7,20.6,74.0,False,37.0,,76.0,54.0,18.0,34.3,288.0,388.0,,,False,37.0,76.0,velo+TER,37.0,14.0,1.15,1,37.0,1.41
59504,Rœulx,59,3779,False,1.0,2.2,Somain,87345314,Somain,False,18.5,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,55.5,73.5,,,,,,,,,,73.5,TER,10.8,29.1,105.0,False,52.0,,,68.0,16.0,50.1,421.0,521.0,,,True,52.0,73.5,TER,52.0,0.0,1.08,1,52.0,1.08
59522,Sailly-lez-Lannoy,59,1949,True,4.5,7.1,Baisieux,87286872,Baisieux,False,6.6,False,18.0,5.0,5.0,5.0,15.0,13.0,06:35,21:37,15.0,Flandres,P81,16.0,4.0,22:08,0.0,12.0,6,21.6,39.6,15.0,9.0,51.0,47.0,64.0,07:13,17:20,0.0,False,39.6,TER,3.5,10.1,36.0,False,18.0,56.0,49.0,35.0,7.0,17.4,146.0,246.0,56.5,28.25,False,18.0,49.0,velo+TER,18.0,9.0,1.13,1,18.0,1.4
59523,Sainghin-en-Mélantois,59,2848,True,4.0,7.0,Lesquin,87286849,Lesquin,False,12.1,False,27.0,7.0,7.0,7.0,8.0,7.0,06:13,22:13,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,20.1,36.8,5.0,3.0,76.4,70.0,89.4,07:13,16:51,0.0,False,36.8,TER,2.4,7.1,25.0,False,13.0,43.0,42.0,27.0,5.0,11.1,93.0,193.0,56.5,28.25,False,13.0,42.0,velo+TER ~ velo,13.0,5.0,1.36,1,13.0,1.56
59524,Sainghin-en-Weppes,59,5641,True,1.0,3.0,Don - Sainghin,87286435,Sainghin-en-Weppes,True,1.0,False,32.0,11.0,9.0,9.0,28.0,21.0,06:13,20:42,14.5,Flandres,"C50, C51, K51",37.0,10.0,21:06,0.0,6.8,6,29.0,41.8,94.0,29.0,66.7,43.7,79.7,07:06,20:03,0.0,False,41.8,TER,4.9,14.4,52.0,False,26.0,,49.0,52.0,21.0,22.1,186.0,286.0,56.5,28.25,True,26.0,41.8,TER,26.0,0.0,0.8,1,26.0,0.8
59526,Saint-Amand-les-Eaux,59,15980,False,1.0,3.8,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,True,1.0,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,35.0,46.0,,,,,,,,,,46.0,TER,8.5,22.6,81.0,False,41.0,,55.0,55.0,15.0,43.7,367.0,467.0,,,True,41.0,46.0,TER,41.0,0.0,0.84,1,41.0,0.84
59527,Saint-André-lez-Lille,59,12942,True,1.0,2.6,Saint-André,87286195,Saint-André-lez-Lille,True,1.0,False,20.0,7.0,6.0,6.0,10.0,9.0,06:27,20:27,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,11.0,27.7,865.0,137.0,15.0,8.0,28.0,05:23,24:25,0.9,False,17.0,velo,2.6,,26.0,True,13.0,17.0,31.0,26.0,5.0,5.0,42.0,142.0,56.5,28.25,True,0.0,17.0,velo,0.0,0.0,0.65,1,13.0,0.65
59535,Saint-Jans-Cappel,59,1642,False,6.9,9.1,Bailleul,87286179,Bailleul,False,12.6,False,45.0,16.0,15.0,12.0,24.0,22.0,05:01,21:25,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,36.6,47.3,,,,,,,,,,47.3,TER,8.0,21.1,76.0,False,38.0,,57.0,61.0,19.0,42.9,360.0,460.0,,,False,38.0,57.0,velo+TER,38.0,10.0,0.78,1,38.0,0.93
59544,Saint-Saulve,59,11117,False,4.5,7.7,Valenciennes,87343004,Valenciennes,False,11.8,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,55.8,67.2,,,,,,,,,,67.2,TER,10.8,29.1,105.0,False,52.0,,75.0,62.0,16.0,54.5,458.0,558.0,,,False,52.0,75.0,velo+TER,52.0,8.0,1.08,1,52.0,1.21
59546,Saint-Sylvestre-Cappel,59,1154,False,6.8,8.8,Hazebrouck,87286302,Hazebrouck,False,12.4,False,45.0,16.0,15.0,13.0,35.0,32.0,04:51,21:14,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,47.4,58.1,,,,,,,,,,58.1,TER,10.4,28.1,101.0,False,50.0,,,63.0,19.0,46.6,391.0,491.0,,,False,50.0,,,,,0.92,0,50.0,
59550,Salomé,59,3051,True,1.0,3.0,Salomé,87342451,Salomé,True,1.0,False,11.0,4.0,3.0,3.0,37.0,37.0,06:07,20:07,14.0,Flandres,C50,12.0,3.0,20:16,0.0,12.0,6,38.0,56.0,87.0,27.0,96.9,58.7,109.9,07:06,19:35,0.0,False,56.0,TER ~ velo+TER,6.5,,64.0,True,32.0,,59.0,56.0,23.0,28.0,235.0,335.0,56.5,28.25,True,32.0,56.0,TER ~ velo+TER,32.0,0.0,1.0,1,28.25,1.0
59551,Saméon,59,1738,False,1.0,4.2,Rosult,87286567,Rosult,False,4.5,False,27.0,7.0,7.0,7.0,31.0,29.0,05:50,21:50,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,35.5,52.2,,,,,,,,,,52.2,TER,7.5,20.1,72.0,False,36.0,,61.0,51.0,15.0,38.0,319.0,419.0,,,False,36.0,61.0,velo+TER,36.0,9.0,1.02,1,36.0,1.2
59553,Santes,59,5660,True,1.0,2.2,Santes,87286401,Santes,True,1.0,False,21.0,7.0,6.0,6.0,20.0,20.0,06:24,20:51,14.4,Flandres,"C50, C51",25.0,7.0,20:47,0.0,10.7,6,21.0,37.7,178.0,34.0,48.8,35.7,61.8,06:14,21:04,0.0,False,37.7,TER ~ velo+TER,3.7,10.7,38.0,False,19.0,47.0,39.0,44.0,16.0,16.6,139.0,239.0,56.5,28.25,True,19.0,37.7,TER ~ velo+TER,19.0,0.0,0.86,1,19.0,0.86
59557,Saultain,59,2553,False,6.8,9.4,Valenciennes,87343004,Valenciennes,False,16.7,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,60.7,72.1,,,,,,,,,,72.1,TER,10.8,29.1,105.0,False,52.0,,,62.0,16.0,59.5,500.0,600.0,,,False,52.0,,,,,1.16,0,52.0,
59559,Sebourg,59,1977,False,12.0,15.9,Valenciennes,87343004,Valenciennes,False,18.1,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,62.1,73.5,,,,,,,,,,73.5,TER,10.8,29.1,105.0,False,52.0,,,64.0,14.0,65.4,549.0,649.0,,,False,52.0,,,,,1.15,0,52.0,
59560,Seclin,59,12834,True,1.0,3.2,Seclin,87286518,Seclin,True,1.0,False,44.0,13.0,13.0,13.0,11.0,10.0,05:27,21:18,15.8,Flandres,"C40, C41",42.0,13.0,22:27,0.0,5.8,6,12.0,23.8,626.0,116.0,36.8,23.5,49.8,06:06,22:25,0.0,False,23.8,TER ~ velo+TER,3.5,10.1,36.0,False,18.0,52.0,25.0,37.0,11.0,15.0,126.0,226.0,56.5,28.25,True,18.0,23.8,TER ~ velo+TER,18.0,0.0,0.64,1,18.0,0.64
