code_insee,commune,dep,PMUN,dans_MEL,voiture_pointe_min,voiture_libre_min,bouchons_min,voiture_km,temps_sans_voiture_min,mode_sans_voiture,meilleur_temps_vers_lille_min,gare_utile_sur_place,indice_congestion,part_trajet_bouchons_pct,min_perdues_jour,h_perdues_an,vitesse_pointe_kmh,vitesse_libre_kmh,sans_alternative
59447,Onnaing,59,8719,False,54.8,40.1,14.7,63.0,,,65.6,False,1.367,26.8,29.0,108.0,69.0,94.0,True
59064,Bellaing,59,1329,False,50.2,35.5,14.7,48.3,,,66.0,False,1.414,29.3,29.0,108.0,58.0,82.0,True
59340,Leffrinckoucke,59,4124,False,71.3,56.7,14.6,89.1,,,96.3,False,1.257,20.5,29.0,107.0,75.0,94.0,True
59004,Aix-en-Pévèle,59,1358,False,41.9,27.3,14.6,31.8,61.0,velo+TER,50.2,False,1.535,34.8,29.0,107.0,46.0,70.0,False
59128,Capinghem,59,2474,True,30.8,16.3,14.5,15.7,39.0,velo ~ TC urbain,36.9,False,1.89,47.1,29.0,106.0,31.0,58.0,False
59409,Monchecourt,59,2501,False,62.4,47.9,14.5,49.8,,,59.4,False,1.303,23.2,29.0,106.0,48.0,62.0,True
59491,Raismes,59,12055,False,53.7,39.2,14.5,46.7,64.9,TER,64.9,False,1.37,27.0,29.0,106.0,52.0,71.0,False
62765,Saint-Omer,62,14661,False,76.9,62.4,14.5,76.1,69.0,TER,69.0,True,1.232,18.9,29.0,106.0,59.0,73.0,False
59559,Sebourg,59,1977,False,56.5,42.0,14.5,65.4,,,69.7,False,1.345,25.7,29.0,106.0,69.0,93.0,True
59647,Watten,59,2577,False,78.7,64.4,14.3,76.0,83.0,velo+TER,78.1,False,1.222,18.2,29.0,105.0,58.0,71.0,False
59278,Hallennes-lez-Haubourdin,59,4718,True,30.1,15.9,14.2,14.0,44.0,velo ~ velo+TER,41.7,False,1.893,47.2,28.0,104.0,28.0,53.0,False
59265,Gommegnies,59,2300,False,62.3,48.3,14.0,70.8,91.0,velo+TER,75.3,False,1.29,22.5,28.0,103.0,68.0,88.0,False
59196,Ennetières-en-Weppes,59,1293,True,33.6,19.7,13.9,16.7,45.2,TC urbain ~ velo,39.4,False,1.706,41.4,28.0,102.0,30.0,51.0,False
59222,Faumont,59,2251,False,43.4,29.6,13.8,26.7,,,59.7,False,1.466,31.8,28.0,101.0,37.0,54.0,True
59392,Maubeuge,59,29066,False,69.8,56.1,13.7,87.2,90.0,TER,90.0,True,1.244,19.6,27.0,100.0,75.0,93.0,False
59071,Bersée,59,2296,False,41.1,27.9,13.2,24.2,,,39.7,False,1.473,32.1,26.0,97.0,35.0,52.0,True
59408,Moncheaux,59,1703,False,42.3,29.4,13.0,26.4,69.0,velo+TER,56.7,False,1.439,30.7,26.0,95.0,37.0,54.0,False
62193,Calais,62,67380,False,83.5,70.6,12.9,113.8,97.0,TER,97.0,True,1.183,15.4,26.0,95.0,82.0,97.0,False
59398,Mérignies,59,3360,False,35.6,23.0,12.6,20.2,53.0,velo+TER,38.2,False,1.548,35.4,25.0,92.0,34.0,53.0,False
59152,Comines,59,12671,True,36.5,24.1,12.4,21.8,66.0,TC urbain,46.4,False,1.515,34.0,25.0,91.0,36.0,54.0,False
59316,Houplin-Ancoisne,59,3275,True,34.4,22.0,12.4,14.8,47.0,velo,43.2,False,1.564,36.0,25.0,91.0,26.0,40.0,False
59129,Cappelle-en-Pévèle,59,2262,False,36.8,24.4,12.3,23.4,44.0,velo+TER,35.8,False,1.508,33.4,25.0,90.0,38.0,58.0,False
59017,Armentières,59,25581,True,45.1,32.8,12.3,20.8,26.7,TER,26.7,True,1.375,27.3,25.0,90.0,28.0,38.0,False
59466,Pont-à-Marcq,59,2883,False,32.4,20.5,11.8,18.5,52.0,velo+TER,38.1,False,1.58,36.4,24.0,87.0,34.0,54.0,False
59592,Thumeries,59,4029,False,40.6,28.8,11.8,24.2,65.0,velo+TER,52.7,False,1.41,29.1,24.0,87.0,36.0,50.0,False
59411,Mons-en-Pévèle,59,2089,False,37.3,25.6,11.8,22.9,,,56.2,False,1.457,31.6,24.0,87.0,37.0,54.0,True
59489,Raimbeaucourt,59,4015,False,52.4,40.7,11.7,30.5,66.0,velo+TER,55.9,False,1.287,22.3,23.0,86.0,35.0,45.0,False
59317,Houplines,59,7897,True,38.5,26.8,11.7,17.4,44.0,velo+TER,32.3,False,1.437,30.4,23.0,86.0,27.0,39.0,False
59286,Haubourdin,59,14757,True,30.4,18.7,11.7,11.3,33.7,TER ~ velo,33.7,True,1.626,38.5,23.0,86.0,22.0,36.0,False
62160,Boulogne-sur-Mer,62,40910,False,97.9,86.3,11.6,145.2,81.0,TER,81.0,True,1.134,11.8,23.0,85.0,89.0,101.0,False
59636,Wambrechies,59,10798,True,28.0,16.6,11.4,14.7,35.0,velo ~ TC urbain,31.4,False,1.687,40.7,23.0,84.0,31.0,53.0,False
59560,Seclin,59,12834,True,28.6,17.3,11.3,15.0,23.8,TER ~ velo+TER,23.8,True,1.653,39.5,23.0,83.0,31.0,52.0,False
59034,Avelin,59,2600,False,27.6,16.7,10.8,15.5,42.0,velo+TER,29.7,False,1.653,39.1,22.0,79.0,34.0,56.0,False
62412,Hardinghen,62,1219,False,97.5,86.8,10.7,126.9,,,63.4,False,1.123,11.0,21.0,78.0,78.0,88.0,True
59252,Frelinghien,59,2581,True,33.6,23.0,10.6,13.8,54.0,velo+TER ~ TC urbain,39.5,False,1.461,31.5,21.0,78.0,25.0,36.0,False
59457,Pérenchies,59,8519,True,32.3,21.7,10.6,12.7,32.7,TER ~ velo+TER,32.7,True,1.488,32.8,21.0,78.0,24.0,35.0,False
59352,Linselles,59,8192,True,30.1,19.8,10.3,16.4,50.0,TC urbain,43.2,False,1.52,34.2,21.0,76.0,33.0,50.0,False
59656,Wervicq-Sud,59,5299,True,35.6,25.3,10.3,22.4,66.0,TC urbain,46.7,False,1.407,28.9,21.0,76.0,38.0,53.0,False
59566,Sequedin,59,4762,True,29.7,19.4,10.2,12.6,33.0,velo,33.0,False,1.531,34.3,20.0,75.0,25.0,39.0,False
59098,Bousbecque,59,4847,True,32.0,21.9,10.1,20.1,60.0,TC urbain,45.1,False,1.461,31.6,20.0,74.0,38.0,55.0,False
59279,Halluin,59,20829,True,28.8,18.9,10.0,19.1,74.0,TC urbain,43.4,False,1.524,34.7,20.0,73.0,40.0,61.0,False
59470,Prémesques,59,2060,True,34.6,24.7,9.9,14.3,43.0,velo+TER ~ velo,36.5,False,1.401,28.6,20.0,73.0,25.0,35.0,False
59173,Deûlémont,59,1819,True,36.5,26.8,9.7,15.7,64.4,TC urbain,42.7,False,1.362,26.6,19.0,71.0,26.0,35.0,False
59356,Lompret,59,2182,True,30.0,20.5,9.5,11.4,32.0,velo,32.0,False,1.463,31.7,19.0,70.0,23.0,33.0,False
59193,Emmerin,59,3053,True,28.9,19.5,9.4,13.1,35.0,velo,35.0,False,1.482,32.5,19.0,69.0,27.0,40.0,False
59482,Quesnoy-sur-Deûle,59,6920,True,33.2,23.8,9.4,12.9,49.0,velo,41.0,False,1.395,28.3,19.0,69.0,23.0,33.0,False
59426,Neuville-en-Ferrain,59,10160,True,26.4,17.0,9.3,18.4,53.0,velo+TER ~ TC urbain,39.4,False,1.553,35.2,19.0,68.0,42.0,65.0,False
59611,Verlinghem,59,2673,True,28.4,19.1,9.3,9.7,37.0,velo,36.8,False,1.487,32.7,19.0,68.0,20.0,30.0,False
59258,Genech,59,2825,False,38.1,29.0,9.1,23.4,47.0,velo+TER,36.7,False,1.314,23.9,18.0,67.0,37.0,48.0,False
59090,Bondues,59,9713,True,27.3,18.2,9.1,13.4,39.0,TC urbain ~ velo,34.1,False,1.5,33.3,18.0,67.0,29.0,44.0,False
59197,Ennevelin,59,2356,False,31.7,22.9,8.9,16.8,43.0,velo+TER,34.4,False,1.384,28.1,18.0,65.0,32.0,44.0,False
59586,Templeuve-en-Pévèle,59,6705,False,32.3,23.6,8.7,20.0,31.3,TER ~ velo+TER,31.3,True,1.369,26.9,17.0,64.0,37.0,51.0,False
59168,Cysoing,59,4722,False,32.8,24.1,8.6,24.1,52.0,velo+TER,36.8,False,1.361,26.2,17.0,63.0,44.0,60.0,False
59650,Wattrelos,59,40836,True,26.8,18.4,8.3,15.8,46.4,TC urbain ~ velo+TER,38.9,False,1.457,31.0,17.0,61.0,35.0,52.0,False
59599,Tourcoing,59,99011,True,27.1,19.1,8.1,15.0,33.0,TER,33.0,True,1.419,29.9,16.0,59.0,33.0,47.0,False
59508,Roncq,59,13784,True,25.1,17.3,7.8,15.5,57.0,velo+TER,40.5,False,1.451,31.1,16.0,57.0,37.0,54.0,False
59146,Chéreng,59,3001,True,27.4,19.7,7.7,14.1,44.0,velo+TER,37.6,False,1.391,28.1,15.0,56.0,31.0,43.0,False
59458,Péronne-en-Mélantois,59,1004,True,28.0,20.4,7.6,14.7,37.0,velo+TER,32.8,False,1.373,27.1,15.0,56.0,31.0,43.0,False
59339,Leers,59,9588,True,26.1,18.6,7.6,17.8,54.7,TC urbain,37.4,False,1.403,29.1,15.0,56.0,41.0,57.0,False
59585,Templemars,59,3635,True,23.3,15.8,7.5,11.6,28.7,TER,28.7,True,1.475,32.2,15.0,55.0,30.0,44.0,False
59253,Fresnes-sur-Escaut,59,7486,False,56.9,49.5,7.4,57.9,,,69.1,False,1.149,13.0,15.0,54.0,61.0,70.0,True
59153,Condé-sur-l'Escaut,59,9396,False,50.3,43.0,7.2,56.9,,,74.8,False,1.17,14.3,14.0,53.0,68.0,79.0,True
59598,Toufflers,59,3910,True,25.6,18.4,7.2,15.8,57.0,velo+TER ~ velo,41.3,False,1.391,28.1,14.0,53.0,37.0,52.0,False
59512,Roubaix,59,98892,True,25.1,18.0,7.1,12.5,29.0,TER,29.0,True,1.394,28.3,14.0,52.0,30.0,42.0,False
59386,Marquette-lez-Lille,59,11213,True,23.6,16.6,7.1,6.8,23.0,velo,23.0,False,1.422,30.1,14.0,52.0,17.0,25.0,False
59522,Sailly-lez-Lannoy,59,1949,True,27.2,20.2,7.0,17.4,49.0,velo+TER,39.1,False,1.347,25.7,14.0,51.0,38.0,52.0,False
59648,Wattignies,59,15531,True,22.6,15.7,6.9,10.5,31.0,velo ~ TC urbain,31.0,False,1.439,30.5,14.0,51.0,28.0,40.0,False
59332,Lannoy,59,1800,True,24.2,17.2,6.9,15.4,52.0,velo ~ velo+TER,36.2,False,1.407,28.5,14.0,51.0,38.0,54.0,False
59328,Lambersart,59,27121,True,20.6,13.7,6.9,7.1,20.0,velo,20.0,False,1.504,33.5,14.0,51.0,21.0,31.0,False
59367,Lys-lez-Lannoy,59,13793,True,24.1,17.4,6.8,15.2,51.0,velo+TER ~ TC urbain,36.0,False,1.385,28.2,14.0,50.0,38.0,52.0,False
59360,Loos,59,23013,True,21.8,15.0,6.8,8.6,25.0,velo ~ TC urbain,25.0,True,1.453,31.2,14.0,50.0,24.0,34.0,False
59275,Gruson,59,1237,True,28.2,21.4,6.8,21.9,50.0,velo+TER,39.3,False,1.318,24.1,14.0,50.0,47.0,61.0,False
59660,Willems,59,2996,True,25.1,18.4,6.7,15.0,41.0,velo+TER,36.9,False,1.364,26.7,13.0,49.0,36.0,49.0,False
59602,Tressin,59,1395,True,23.5,16.9,6.6,12.8,39.0,velo+TER ~ velo,32.8,False,1.391,28.1,13.0,48.0,33.0,45.0,False
59594,Thun-Saint-Amand,59,1110,False,46.9,40.3,6.6,51.2,,,53.7,False,1.164,14.1,13.0,48.0,66.0,76.0,True
59096,Bourghelles,59,1673,False,30.4,24.0,6.4,23.3,,,43.2,False,1.267,21.1,13.0,47.0,46.0,58.0,True
59434,Nivelle,59,1379,False,55.7,49.4,6.3,53.4,66.0,velo+TER,52.3,False,1.128,11.3,13.0,46.0,58.0,65.0,False
59418,Mortagne-du-Nord,59,1584,False,46.4,40.2,6.2,49.9,,,55.9,False,1.154,13.4,12.0,45.0,65.0,74.0,True
59042,Bachy,59,1883,False,33.4,27.2,6.2,24.4,,,41.2,False,1.228,18.6,12.0,45.0,44.0,54.0,True
59207,Escautpont,59,4152,False,58.2,52.0,6.2,59.0,,,67.0,False,1.119,10.7,12.0,45.0,61.0,68.0,True
59638,Wannehain,59,1331,False,25.4,19.5,6.0,20.4,,,42.6,False,1.303,23.6,12.0,44.0,48.0,63.0,True
59114,Bruille-Saint-Amand,59,1682,False,51.6,45.6,6.0,54.8,,,55.8,False,1.132,11.6,12.0,44.0,64.0,72.0,True
59519,Rumegies,59,1740,False,46.3,40.2,6.0,39.5,68.0,velo+TER,55.0,False,1.152,13.0,12.0,44.0,51.0,59.0,False
59044,Baisieux,59,5177,True,23.0,17.1,5.9,18.1,34.0,TER ~ velo+TER,34.0,True,1.345,25.7,12.0,43.0,47.0,64.0,False
59616,Vieux-Condé,59,10446,False,44.9,39.1,5.8,51.7,,,61.4,False,1.148,12.9,12.0,43.0,69.0,79.0,True
59419,Mouchin,59,1441,False,39.4,33.7,5.7,33.8,,,41.2,False,1.169,14.5,11.0,42.0,51.0,60.0,True
59301,Hergnies,59,4463,False,48.5,42.8,5.7,52.3,,,58.8,False,1.133,11.8,11.0,42.0,65.0,73.0,True
59479,Quarouble,59,3131,False,51.1,45.5,5.6,73.9,,,69.3,False,1.123,11.0,11.0,41.0,87.0,97.0,True
59507,Ronchin,59,19437,True,17.4,11.8,5.6,7.2,21.0,velo ~ TER,21.0,True,1.475,32.2,11.0,41.0,25.0,37.0,False
59350,Lille,59,236710,True,17.8,12.4,5.4,5.9,11.0,velo,11.0,False,1.435,30.3,11.0,40.0,20.0,29.0,False
59013,Anstaing,59,1601,True,24.2,18.8,5.4,13.6,43.0,velo+TER ~ velo,33.9,False,1.287,22.3,11.0,40.0,34.0,43.0,False
59527,Saint-André-lez-Lille,59,12942,True,17.5,12.1,5.4,5.0,17.0,velo,17.0,True,1.446,30.9,11.0,40.0,17.0,25.0,False
59256,Fretin,59,3227,True,22.8,17.3,5.4,13.3,29.7,TER,29.7,True,1.318,23.7,11.0,40.0,35.0,46.0,False
59238,Flines-lès-Mortagne,59,1649,False,46.4,41.1,5.3,49.9,,,58.9,False,1.129,11.4,11.0,39.0,65.0,73.0,True
59247,Forest-sur-Marque,59,1659,True,20.2,15.2,5.1,12.7,40.0,velo+TER ~ velo,33.1,False,1.329,25.2,10.0,37.0,38.0,50.0,False
59523,Sainghin-en-Mélantois,59,2848,True,19.4,14.3,5.1,11.1,42.0,velo+TER ~ velo,31.0,False,1.357,26.3,10.0,37.0,34.0,47.0,False
59124,Camphin-en-Pévèle,59,2501,False,22.2,17.4,4.9,17.9,50.0,velo+TER,39.4,False,1.276,22.1,10.0,36.0,48.0,62.0,False
59220,Faches-Thumesnil,59,18110,True,19.8,14.8,4.9,10.8,25.0,velo,25.0,False,1.338,24.7,10.0,36.0,33.0,44.0,False
59421,Mouvaux,59,13173,True,19.1,15.0,4.1,10.7,39.0,velo+TER,32.8,False,1.273,21.5,8.0,30.0,34.0,43.0,False
59163,Croix,59,20778,True,18.6,14.5,4.1,9.0,29.7,TER ~ TC urbain,29.7,False,1.283,22.0,8.0,30.0,29.0,37.0,False
59343,Lesquin,59,9241,True,17.9,14.2,3.8,10.3,25.7,TER ~ velo+TER,25.7,True,1.261,21.2,8.0,28.0,35.0,44.0,False
59299,Hem,59,18713,True,19.0,15.2,3.7,11.4,45.0,velo ~ TC urbain,35.8,False,1.25,19.5,7.0,27.0,36.0,45.0,False
59609,Vendeville,59,1546,True,13.4,9.8,3.6,9.3,37.0,velo ~ velo+TER,32.5,False,1.367,26.9,7.0,26.0,42.0,57.0,False
59646,Wasquehal,59,20836,True,14.8,11.4,3.5,9.1,27.0,TER ~ TC urbain,27.0,True,1.298,23.6,7.0,26.0,37.0,48.0,False
59378,Marcq-en-Barœul,59,39356,True,15.5,12.5,3.0,6.5,26.0,velo ~ TC urbain,26.0,False,1.24,19.4,6.0,22.0,25.0,31.0,False
59368,La Madeleine,59,22488,True,12.3,9.5,2.8,3.3,12.0,velo,12.0,True,1.295,22.8,6.0,21.0,16.0,21.0,False
59009,Villeneuve-d'Ascq,59,62067,True,16.5,14.0,2.5,10.2,27.1,TC urbain ~ TER,27.1,True,1.179,15.2,5.0,18.0,37.0,44.0,False
59410,Mons-en-Barœul,59,21467,True,10.3,8.2,2.2,3.3,15.0,velo,15.0,False,1.256,21.4,4.0,16.0,19.0,24.0,False
59346,Lezennes,59,3019,True,14.1,12.2,1.9,7.6,23.0,velo,23.0,False,1.156,13.5,4.0,14.0,32.0,37.0,False
