poll_utc,feed_time,code_pme,route,vitesse_kmh,debit_vh
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001011200,A1,80.0,1310
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0027010102,A27,88.0,800
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0041010100,N41,87.0,460
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0027010101,A27,88.0,800
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001020150,A1,97.0,1060
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0356011700,N356,75.0,770
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0356021300,N356,70.0,930
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022011400,A22,75.0,210
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0027010300,A27,90.0,330
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9022020250,A22 (rocade),,280
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0041010300,N41,92.0,950
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022011210,A22,,160
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0027020100,A27,79.0,330
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001010300,A1,99.0,1760
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022011220,A22,,160
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9022101110,A22 (rocade),78.0,460
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022022110,A22,87.0,1390
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0356010800,N356,77.0,740
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9001210710,A1 (bretelle),74.0,140
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0356021110,N356,78.0,1040
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001010510,A1,99.0,1700
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0356021122,N356,67.0,1110
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0356021121,N356,78.0,1040
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025010210,A25,77.0,1060
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025011300,A25,86.0,390
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001020300,A1,99.0,1040
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025021100,A25,,670
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025023520,A25,100.0,450
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022022130,A22,82.0,1300
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025010220,A25,77.0,1060
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022022120,A22,91.0,1370
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001010520,A1,97.0,1730
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022011000,A22,74.0,690
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001020510,A1,90.0,530
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001021602,A1,89.0,1560
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A22TC020222,A22 (contournement),83.0,580
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001010940,A1,95.0,1440
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025023320,A25,105.0,550
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001020520,A1,96.0,1150
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025023100,A25,105.0,510
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A22TC020230,A22 (contournement),83.0,580
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025021730,A25,87.0,910
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025023910,A25,104.0,350
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025021735,A25,102.0,870
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0023010400,A23,99.0,350
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022021900,A22,82.0,1070
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9022100500,A22 (rocade),86.0,420
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001020940,A1,90.0,1320
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0001020700,A1,95.0,1070
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9022020830,A22 (rocade),85.0,120
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9022020822,A22 (rocade),,1180
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9022020821,A22 (rocade),,1180
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025020420,A25,76.0,1030
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025021510,A25,72.0,390
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0227010100,N227,66.0,250
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025011720,A25,97.0,620
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025021760,A25,87.0,1000
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025011730,A25,87.0,560
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025011735,A25,101.0,510
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9025080700,A25 (bretelle),,200
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9022100930,A22 (rocade),90.0,30
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0356011220,N356,73.0,770
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025011740,A25,86.0,640
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025010410,A25,,990
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0023010200,A23,82.0,510
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9001210120,A1 (bretelle),79.0,140
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025020210,A25,79.0,1410
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0356011210,N356,73.0,770
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025011510,A25,88.0,530
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025020220,A25,79.0,1410
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0227010302,N227,79.0,730
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0041010500,N41,106.0,770
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0227020101,N227,77.0,630
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9022100110,A22 (rocade),67.0,200
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022010400,A22,75.0,860
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0356010302,N356,78.0,1390
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025010800,A25,76.0,690
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0027020621,A27,92.0,420
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,N0041010700,N41,104.0,200
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0027020630,A27,91.0,380
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022021512,A22,82.0,860
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022021511,A22,82.0,830
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0027020610,A27,92.0,420
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025021720,A25,98.0,950
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022021520,A22,82.0,860
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025022140,A25,106.0,1000
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0022011302,A22,82.0,560
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A0025022160,A25,102.0,1010
2026-09-04T03:40:31Z,2026-09-04T05:30:00.000+02:00,A9025060104,A25 (bretelle),69.0,720
